"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Barbara Stanisława CHROBAK - nr na liście 1";"Krzysztof MARKOWSKI - nr na liście 2";"Janusz Kazimierz CIOŁCZYK - nr na liście 3";"Krzysztof Edward PEROŃ - nr na liście 4";"Jan BOSAK - nr na liście 5";"Anna Jadwiga SPORYSZKIEWICZ - nr na liście 6";"Andrzej Marek DUDA - nr na liście 7";"Paweł DRATWA - nr na liście 8";"Stanisław Antoni BORÓWKA - nr na liście 9";"Marcin Grzegorz GÓRALCZYK - nr na liście 10";"Anna Grażyna KAŁUŻA - nr na liście 11";"Ewa Bogusława PARADZIŃSKA - nr na liście 12";"Ewa Barbara JANIK - nr na liście 13";"Cezary Adam DOBROWOLSKI - nr na liście 14";"Agata Elżbieta BEBEŃCA - nr na liście 15";"Eliza Maria LABOCHA - nr na liście 16";"Tomasz Adam KMITA - nr na liście 17";"Stanisław DĄBROWA - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Ewa Danuta MALIK - nr na liście 1";"Waldemar Franciszek ANDZEL - nr na liście 2";"Robert Piotr WARWAS - nr na liście 3";"Danuta Czesława NOWICKA - nr na liście 4";"Maria MATERLA - nr na liście 5";"Marcin Henryk KOZIK - nr na liście 6";"Małgorzata Wioletta ZARYCHTA-SURÓWKA - nr na liście 7";"Zbigniew Józef PIĄTEK - nr na liście 8";"Bożena Grażyna SZYDLIK - nr na liście 9";"Kazimierz Czesław WILK - nr na liście 10";"Lena Marzena WARDENGA - nr na liście 11";"Maciej Daniel DERELA - nr na liście 12";"Beata Elżbieta CIEŚLIK - nr na liście 13";"Paweł Ludwik SZOPA - nr na liście 14";"Ewa Irena TRAWCZYŃSKA - nr na liście 15";"Zenon Zygmunt GŁĄB - nr na liście 16";"Łukasz CURYŁO - nr na liście 17";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Włodzimierz CZARZASTY - nr na liście 1";"Rafał Jan ADAMCZYK - nr na liście 2";"Anita Kornelia ZIEGLER-CHAMIELEC - nr na liście 3";"Wojciech Marcin NITWINKO - nr na liście 4";"Łukasz Karol LITEWKA - nr na liście 5";"Magdalena Monika KOT - nr na liście 6";"Wacław Michał CHUDZIKIEWICZ - nr na liście 7";"Marta DZIUBKA - nr na liście 8";"Adrian Paweł KUŹNICKI - nr na liście 9";"Ewa Katarzyna PÓŁTORAK - nr na liście 10";"Małgorzata ŁUBEK - nr na liście 11";"Marcin Rafał GŁADKOWSKI - nr na liście 12";"Anna Ewa FILIK - nr na liście 13";"Aleksandra Maria GRANAT - nr na liście 14";"Damian Leszek ŁUKASIK - nr na liście 15";"Urszula CZAJER - nr na liście 16";"Łukasz Rafał CIASTOŃ - nr na liście 17";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jerzy Jan JANOSKA - nr na liście 1";"Marcin Czesław KOLCZYK - nr na liście 2";"Waldemar SIKORA - nr na liście 3";"Grzegorz Ryszard OLEKSIEWICZ - nr na liście 4";"Artur Karol JAKÓBIK - nr na liście 5";"Olga Kinga KLARCZYŃSKA - nr na liście 6";"Monika Mirella KRZYŻAK - nr na liście 7";"Jagoda Magda KOCLĘGA - nr na liście 8";"Renata Aleksandra CYGAN - nr na liście 9";"Ryszard Zbigniew MIZDRA - nr na liście 10";"Wojciech Andrzej GRABOWSKI - nr na liście 11";"Dominika Agnieszka SURMIK - nr na liście 12";"Robert Paweł CIEŚLIK - nr na liście 13";"Małgorzata Halina DĄBROWSKA - nr na liście 14";"Magdalena Ilona LOREK - nr na liście 15";"Ewelina Magdalena GOREL - nr na liście 16";"Sylwia OSIAL - nr na liście 17";"Krzysztof Adam PAŁKA - nr na liście 18";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Wojciech Paweł SAŁUGA - nr na liście 1";"Barbara DOLNIAK - nr na liście 2";"Mateusz Andrzej BOCHENEK - nr na liście 3";"Anna Ewa NEMŚ - nr na liście 4";"Marek Romuald WĘGRZYNOWICZ - nr na liście 5";"Bożena Irena ŁAPAJ - nr na liście 6";"Maciej Artur KLIMEK - nr na liście 7";"Teresa Mieczysława KOSMALA-GĄSIOR - nr na liście 8";"Marcin Jakub ZAPART - nr na liście 9";"Paweł SZCZEPANEK - nr na liście 10";"Ryszard Tadeusz MILEJ - nr na liście 11";"Jarosław Jacek SOCHACKI - nr na liście 12";"Renata Janina SOLIPIWKO - nr na liście 13";"Ewa Barbara SKOTALCZYK - nr na liście 14";"Marcin Bernard JANECZEK - nr na liście 15";"Małgorzata Agata OCHĘDUSZKO-LUDWIK - nr na liście 16";"Elżbieta Joanna LIEGMANN - nr na liście 17";"Jolanta Izabela MOĆKO - nr na liście 18"
"3d3e-9f55-99f8-3b85-5389-5821-2b7e-ebdf";"240101";"32";"11";"miasto";"stały";"Ośrodek Kultury, ul. Stanisława Małachowskiego 43, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1400";"1510";"656";"744";"1";"5";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"10";"7";"3";"0";"734";"21";"9";"2";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"3";"0";"241";"60";"113";"22";"4";"1";"2";"6";"3";"0";"5";"3";"1";"4";"14";"0";"0";"3";"190";"50";"94";"9";"5";"11";"6";"0";"1";"2";"2";"0";"0";"0";"3";"3";"3";"1";"46";"19";"1";"0";"7";"2";"2";"1";"2";"4";"0";"6";"0";"0";"1";"1";"0";"0";"0";"236";"21";"175";"13";"5";"3";"9";"0";"0";"0";"1";"0";"2";"0";"2";"0";"3";"0";"2"
"b6f8-be2c-0d15-1106-f9b3-58d5-8350-b969";"240101";"32";"12";"miasto";"stały";"Zespół Szkół Techniczno-Usługowych, ul. 11 Listopada 3, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1000";"1117";"315";"685";"1";"6";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"4";"3";"1";"0";"681";"15";"3";"2";"1";"2";"0";"0";"1";"1";"0";"2";"1";"1";"0";"0";"0";"0";"0";"1";"226";"67";"96";"20";"7";"10";"5";"3";"3";"2";"1";"1";"0";"2";"6";"0";"0";"3";"208";"56";"104";"9";"2";"10";"6";"1";"3";"0";"1";"1";"1";"1";"6";"0";"4";"3";"38";"20";"2";"1";"4";"0";"1";"0";"0";"0";"0";"6";"0";"0";"3";"0";"0";"1";"0";"194";"10";"153";"11";"4";"0";"9";"0";"0";"0";"1";"0";"0";"1";"0";"1";"2";"0";"2"
"c731-2bb5-9804-072f-e2e7-9b14-ee21-26e9";"240101";"32";"13";"miasto";"stały";"Przedszkole Miejskie nr 1 (dawne Gimnazjum Nr 1), ul. Sportowa 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"950";"1091";"395";"555";"2";"8";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"12";"10";"2";"0";"543";"17";"7";"1";"0";"1";"3";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"248";"52";"115";"44";"6";"3";"5";"3";"1";"1";"5";"0";"0";"1";"6";"1";"1";"4";"126";"30";"67";"6";"0";"11";"1";"1";"2";"1";"0";"0";"0";"0";"2";"0";"3";"2";"34";"14";"0";"0";"11";"0";"0";"0";"1";"1";"0";"3";"0";"0";"1";"0";"0";"3";"0";"118";"7";"85";"8";"3";"2";"3";"1";"1";"1";"0";"0";"1";"3";"2";"0";"0";"0";"1"
"9b33-ba29-79b9-9b75-afcf-d15d-0c7d-2386";"240101";"32";"14";"miasto";"stały";"II Liceum Ogólnokształcące im. Stanisława Wyspiańskiego, ul. Teatralna 5, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"600";"643";"240";"360";"0";"2";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"4";"3";"1";"0";"356";"14";"7";"0";"0";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"110";"27";"53";"13";"3";"1";"0";"1";"1";"1";"0";"0";"0";"1";"5";"2";"0";"2";"84";"38";"32";"2";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"3";"1";"23";"12";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"2";"2";"0";"0";"0";"2";"125";"10";"97";"10";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"2";"0";"0"
"5e15-3217-75fe-78a0-be68-1411-dfc8-7a45";"240101";"32";"15";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Orla 4, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"800";"863";"267";"533";"0";"1";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"3";"1";"2";"0";"530";"22";"12";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"2";"172";"44";"64";"40";"4";"1";"4";"1";"2";"0";"1";"1";"1";"4";"1";"1";"0";"3";"153";"40";"84";"4";"2";"13";"5";"0";"1";"0";"1";"1";"0";"2";"0";"0";"0";"0";"30";"12";"3";"0";"1";"2";"1";"0";"1";"0";"0";"1";"0";"2";"4";"1";"0";"0";"2";"153";"17";"104";"5";"10";"7";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1"
"0ffa-02ac-b44e-26b8-8cc6-300e-272a-b5dd";"240101";"32";"16";"miasto";"stały";"Przedszkole Miejskie nr 10, ul. Kielecka 11, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1950";"2137";"480";"1470";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1470";"0";"0";"1470";"16";"10";"6";"0";"1454";"53";"22";"5";"1";"1";"0";"2";"5";"0";"0";"3";"3";"0";"1";"0";"1";"0";"5";"4";"565";"183";"214";"100";"10";"2";"4";"7";"4";"4";"8";"5";"1";"3";"8";"4";"2";"6";"386";"107";"196";"10";"5";"32";"17";"0";"2";"0";"4";"0";"0";"3";"2";"0";"2";"6";"92";"46";"4";"4";"7";"6";"3";"3";"1";"0";"1";"3";"3";"0";"3";"3";"0";"2";"3";"358";"34";"256";"13";"15";"12";"10";"1";"3";"0";"2";"2";"1";"4";"1";"0";"2";"0";"2"
"b1c6-e72e-a832-df40-9928-896c-a932-4179";"240101";"32";"17";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Marii Konopnickiej 13, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"1998";"2193";"782";"1216";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"19";"10";"9";"0";"1197";"31";"12";"4";"1";"4";"2";"1";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"390";"121";"177";"28";"5";"6";"5";"6";"1";"3";"2";"1";"2";"4";"7";"2";"5";"15";"340";"63";"217";"12";"5";"17";"7";"0";"5";"0";"3";"0";"2";"0";"1";"1";"3";"4";"97";"40";"2";"20";"5";"6";"2";"2";"1";"2";"0";"4";"1";"5";"2";"3";"0";"1";"1";"339";"35";"236";"18";"9";"5";"9";"8";"2";"3";"1";"0";"0";"3";"2";"1";"1";"1";"5"
"3f6d-a6ae-7cf9-4776-08fb-6823-16da-d1b8";"240101";"32";"18";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Hugona Kołłątaja 63, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"1600";"1748";"469";"1131";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"3";"1";"2";"0";"1128";"35";"18";"4";"0";"1";"0";"2";"2";"0";"0";"0";"5";"0";"1";"0";"0";"0";"1";"1";"306";"106";"130";"33";"10";"4";"0";"4";"2";"1";"1";"0";"0";"2";"2";"2";"0";"9";"349";"95";"173";"8";"6";"24";"3";"3";"5";"2";"2";"2";"3";"2";"0";"1";"17";"3";"70";"31";"5";"3";"0";"0";"2";"0";"0";"0";"0";"6";"3";"6";"0";"5";"0";"0";"9";"368";"37";"279";"11";"10";"10";"7";"5";"0";"2";"1";"0";"0";"1";"0";"1";"3";"0";"1"
"31d6-fc4d-606b-6372-b96c-2d20-fced-6d56";"240101";"32";"19";"miasto";"stały";"Filia Ośrodka Kultury, plac Skarbińskich 1, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"2200";"2407";"763";"1437";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1436";"0";"0";"1436";"17";"15";"2";"0";"1419";"50";"18";"10";"0";"1";"3";"0";"7";"2";"0";"2";"2";"0";"2";"0";"0";"0";"2";"1";"433";"143";"175";"46";"15";"5";"8";"5";"3";"3";"5";"0";"1";"2";"5";"2";"0";"15";"415";"116";"220";"17";"6";"23";"2";"0";"2";"0";"3";"1";"1";"2";"2";"3";"11";"6";"103";"42";"5";"9";"7";"7";"3";"1";"2";"6";"2";"4";"4";"3";"1";"3";"0";"2";"2";"418";"27";"315";"20";"12";"3";"15";"6";"3";"1";"1";"0";"1";"5";"0";"1";"4";"0";"4"
"12b6-27e9-686e-60c2-2ea4-a1eb-f589-42b3";"240101";"32";"20";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wolności 51, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"600";"675";"79";"521";"0";"9";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"3";"1";"2";"0";"518";"19";"10";"5";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"123";"20";"66";"5";"5";"1";"5";"4";"3";"2";"2";"0";"0";"2";"4";"0";"1";"3";"128";"48";"57";"7";"2";"3";"3";"0";"1";"0";"2";"0";"0";"1";"0";"1";"0";"3";"24";"12";"4";"1";"0";"1";"2";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"224";"13";"166";"16";"9";"3";"9";"0";"2";"0";"1";"0";"0";"0";"1";"1";"1";"0";"2"
"74cb-b5b8-70e3-e539-8ff2-fbbf-7425-8564";"240101";"32";"21";"miasto";"stały";"Szkoła Podstawowa nr 9 Hala Sportowa, ul. Jedności 38, 42-504 Będzin";"m. Będzin";"będziński";"śląskie";"2300";"2551";"712";"1588";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1588";"0";"0";"1588";"12";"7";"5";"0";"1576";"62";"25";"8";"2";"1";"3";"1";"2";"0";"2";"1";"1";"1";"3";"3";"0";"1";"6";"2";"494";"147";"226";"51";"6";"4";"5";"6";"3";"3";"4";"3";"0";"3";"18";"3";"3";"9";"442";"108";"236";"13";"13";"29";"14";"1";"10";"0";"3";"1";"1";"1";"2";"2";"3";"5";"99";"66";"9";"4";"1";"2";"3";"2";"0";"1";"1";"1";"2";"2";"2";"2";"0";"0";"1";"479";"44";"325";"25";"23";"4";"31";"3";"3";"0";"1";"0";"0";"7";"2";"1";"6";"0";"4"
"30b0-0d5c-71e1-18ff-7493-a6d2-00a3-f9af";"240101";"32";"22";"miasto";"stały";"Przedszkole Miejskie nr 11, ul. Podłosie 10, 42-504 Będzin";"m. Będzin";"będziński";"śląskie";"750";"825";"216";"534";"2";"1";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"1";"1";"0";"0";"533";"22";"4";"3";"1";"1";"1";"2";"2";"3";"0";"1";"0";"2";"0";"0";"0";"0";"2";"0";"158";"44";"67";"15";"4";"2";"1";"1";"1";"0";"2";"0";"1";"4";"5";"3";"3";"5";"163";"55";"70";"12";"2";"11";"3";"0";"0";"1";"2";"0";"0";"2";"1";"0";"2";"2";"42";"18";"2";"0";"2";"0";"0";"4";"1";"3";"0";"2";"2";"1";"2";"2";"0";"0";"3";"148";"16";"94";"12";"11";"3";"7";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0"
"b12d-c0e6-1f90-5d6b-6cf8-03c0-648f-28e8";"240101";"32";"23";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Turniejowa 5, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2149";"2308";"422";"1727";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1727";"0";"0";"1727";"8";"2";"6";"0";"1719";"56";"26";"7";"0";"1";"5";"0";"1";"0";"3";"5";"3";"0";"1";"2";"0";"0";"2";"0";"480";"141";"204";"57";"8";"4";"9";"7";"7";"2";"7";"2";"0";"5";"14";"1";"3";"9";"447";"133";"226";"19";"8";"30";"12";"0";"5";"1";"4";"1";"2";"0";"1";"1";"2";"2";"117";"46";"9";"11";"0";"5";"6";"3";"1";"5";"1";"14";"1";"4";"1";"3";"1";"2";"4";"619";"39";"446";"24";"16";"22";"45";"3";"0";"0";"3";"0";"0";"3";"5";"1";"9";"0";"3"
"4756-6038-176d-e9f7-531e-c662-bb52-c417";"240101";"32";"24";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wolności 51, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2100";"2252";"521";"1579";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1579";"0";"0";"1579";"10";"7";"3";"0";"1569";"40";"24";"3";"0";"0";"0";"2";"2";"1";"0";"3";"1";"1";"1";"0";"0";"0";"0";"2";"489";"131";"252";"42";"10";"7";"3";"3";"7";"4";"3";"4";"0";"3";"14";"2";"0";"4";"429";"132";"224";"15";"6";"23";"7";"0";"5";"0";"2";"1";"0";"4";"1";"1";"4";"4";"71";"36";"8";"2";"2";"5";"2";"3";"1";"0";"0";"2";"0";"7";"0";"1";"0";"2";"0";"540";"18";"445";"17";"12";"11";"20";"1";"1";"1";"1";"0";"0";"2";"2";"1";"4";"0";"4"
"c9cb-6a4d-7aef-3730-a8d2-431e-546e-d513";"240101";"32";"25";"miasto";"stały";"Szkoła Podstawowa nr 4 Hala Sportowa, ul. Wiesławy Szymborskiej 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1950";"2159";"686";"1264";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1264";"0";"0";"1264";"16";"16";"0";"0";"1248";"44";"16";"7";"0";"0";"6";"1";"6";"0";"1";"0";"2";"1";"0";"1";"0";"3";"0";"0";"358";"101";"148";"57";"4";"4";"4";"6";"4";"2";"2";"3";"0";"8";"6";"1";"2";"6";"343";"70";"189";"15";"4";"31";"6";"0";"2";"3";"3";"5";"0";"0";"0";"6";"2";"7";"89";"53";"5";"3";"4";"0";"4";"2";"1";"2";"0";"4";"1";"1";"4";"4";"0";"1";"0";"414";"26";"287";"24";"25";"19";"20";"2";"1";"0";"2";"0";"0";"2";"1";"0";"2";"0";"3"
"f2d0-9c44-6949-568e-3b62-b2dd-0f3b-5438";"240101";"32";"26";"miasto";"stały";"GPW S. A. Stacja Uzdatniania Wody Będzin, ul. Siemońska 45, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"700";"753";"156";"544";"0";"0";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"3";"1";"2";"0";"541";"15";"7";"4";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"135";"50";"48";"19";"2";"1";"5";"1";"1";"2";"1";"1";"0";"1";"0";"0";"0";"3";"196";"43";"128";"4";"7";"7";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"28";"18";"0";"2";"0";"0";"0";"3";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"167";"17";"99";"21";"11";"9";"4";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"2"
"3f27-dc2f-b292-8ea2-86dc-2942-0d2b-dafa";"240101";"32";"27";"miasto";"stały";"Szkoła Podstawowa nr 4 Hala Sportowa, ul. Wiesławy Szymborskiej 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2095";"2301";"678";"1417";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1417";"0";"0";"1417";"15";"11";"4";"0";"1402";"47";"19";"6";"2";"0";"2";"2";"1";"0";"0";"2";"3";"0";"2";"1";"0";"1";"2";"4";"485";"118";"228";"71";"14";"3";"6";"3";"5";"4";"3";"0";"3";"7";"6";"1";"1";"12";"448";"93";"299";"12";"7";"16";"6";"1";"0";"0";"0";"1";"1";"3";"3";"0";"0";"6";"74";"38";"5";"1";"6";"2";"2";"1";"4";"0";"5";"0";"1";"2";"2";"3";"0";"2";"0";"348";"24";"261";"19";"11";"15";"5";"1";"1";"1";"1";"0";"0";"2";"2";"0";"2";"0";"3"
"2c71-06b7-c208-c0bb-b323-bb3a-3e8f-2477";"240101";"32";"28";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Fryderyka Chopina 1, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"49";"56";"28";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"5";"2";"3";"0";"16";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"8";"3";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"5052-058a-a8b3-e9d7-b707-5d6b-e2cf-c95f";"240101";"32";"29";"miasto";"zakład leczniczy";"PZZOZ Szpital w Będzinie, ul. Stanisława Małachowskiego 12, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"67";"74";"39";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"4";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"12";"9";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"6";"2";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"81e0-97a1-c8db-c84f-8c86-d6b5-e153-8796";"240102";"32";"1";"miasto";"stały";"Dom Pomocy Społecznej ""Senior"", ul. Szpitalna 5A, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1050";"1178";"321";"729";"0";"5";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"6";"4";"2";"0";"722";"36";"17";"2";"1";"1";"2";"0";"1";"0";"4";"0";"1";"0";"0";"4";"0";"1";"1";"1";"213";"75";"95";"9";"2";"3";"2";"4";"2";"0";"4";"2";"2";"2";"3";"0";"3";"5";"126";"71";"21";"14";"3";"3";"4";"0";"1";"0";"0";"0";"1";"2";"1";"1";"4";"0";"47";"26";"8";"0";"0";"1";"1";"2";"0";"0";"1";"1";"1";"2";"1";"1";"0";"0";"2";"300";"18";"120";"17";"12";"4";"4";"3";"1";"0";"0";"1";"0";"7";"2";"1";"7";"1";"102"
"b9e4-a662-2aa9-76aa-732b-3b71-c378-c486";"240102";"32";"2";"miasto";"stały";"Przedszkole nr 11, ul. Kombatantów 2, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1150";"1268";"341";"809";"1";"2";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"15";"13";"2";"0";"794";"29";"12";"8";"1";"0";"0";"3";"2";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"261";"92";"116";"14";"7";"2";"0";"0";"5";"2";"1";"1";"3";"5";"5";"2";"1";"5";"181";"84";"40";"8";"6";"16";"3";"0";"4";"1";"0";"2";"0";"11";"1";"2";"1";"2";"42";"18";"6";"3";"0";"0";"0";"0";"0";"3";"1";"5";"0";"2";"1";"0";"1";"1";"1";"281";"26";"147";"0";"18";"4";"3";"5";"1";"0";"0";"0";"2";"8";"0";"0";"0";"0";"67"
"21b5-3587-0c2b-f2b7-ba6c-0c80-fb21-f825";"240102";"32";"3";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. 17 Lipca 27, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1150";"1265";"382";"768";"2";"2";"1";"1";"0";"0";"0";"0";"1";"769";"1";"0";"769";"10";"6";"4";"0";"759";"35";"14";"1";"0";"0";"1";"2";"0";"0";"3";"1";"2";"0";"5";"1";"1";"1";"2";"1";"260";"79";"129";"7";"10";"4";"3";"8";"3";"1";"0";"2";"2";"3";"2";"0";"0";"7";"161";"77";"38";"4";"9";"13";"4";"1";"3";"0";"0";"0";"1";"6";"0";"3";"1";"1";"32";"10";"3";"1";"1";"2";"3";"1";"2";"2";"0";"4";"0";"2";"0";"0";"0";"0";"1";"271";"24";"137";"11";"7";"2";"1";"5";"3";"1";"0";"0";"0";"2";"2";"0";"0";"0";"76"
"49ea-3775-87dd-e760-9bda-3a7c-3d9a-5518";"240102";"32";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 6, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1200";"1323";"525";"675";"1";"1";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"6";"5";"1";"0";"669";"25";"9";"6";"0";"0";"1";"1";"0";"0";"0";"0";"0";"3";"1";"3";"1";"0";"0";"0";"228";"71";"99";"20";"7";"3";"1";"3";"4";"3";"3";"3";"2";"3";"3";"0";"0";"3";"139";"54";"30";"5";"3";"14";"7";"2";"4";"2";"1";"1";"1";"11";"0";"1";"2";"1";"40";"14";"4";"3";"2";"5";"0";"0";"0";"2";"0";"2";"1";"1";"1";"1";"0";"1";"3";"237";"23";"91";"11";"12";"1";"1";"0";"2";"0";"3";"2";"0";"0";"1";"0";"1";"1";"88"
