"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota CZUDOWSKA";"Tymoteusz Dominik MYRDA";"Elżbieta Krystyna STĘPIEŃ"
"60a3-b63d-d6c0-d9f8-8470-982d-0120-44b6";"021604";"3";"7";"miasto";"stały";"Klub Relax, ul. Chocianowska 78, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1698";"1857";"548";"1150";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"16";"8";"8";"0";"1134";"457";"298";"379"
"cf30-acbc-2273-7ef1-060c-25a8-9fab-af6f";"021604";"3";"8";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Ociosowa 3, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1000";"1106";"221";"779";"0";"7";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"10";"2";"8";"0";"769";"396";"129";"244"
"8a85-94fc-f185-5e69-29cf-f1a4-e1d2-5d7c";"021604";"3";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kardynała Bolesława Kominka 1, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1199";"1320";"369";"830";"1";"0";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"19";"8";"11";"0";"811";"367";"154";"290"
"d107-0216-b3cc-3143-991f-abe9-4c8a-771a";"021604";"3";"10";"miasto";"stały";"Polkowickie Centrum Usług Zdrowotnych, ul. Kardynała Bolesława Kominka 7, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1900";"2044";"680";"1220";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"20";"2";"18";"0";"1200";"601";"252";"347"
"bf9d-a161-479a-b1fa-b718-0b6a-e671-5094";"021604";"3";"11";"miasto";"stały";"Szkoła Podstawowa Nr 2 (sala gimnastyczna), ul. Dąbrowskiego 1A, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1000";"1073";"257";"743";"1";"5";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"18";"8";"10";"0";"724";"304";"121";"299"
"9553-42cd-1d43-d42c-a1fa-bfa5-621e-9f2a";"021604";"3";"12";"miasto";"stały";"Świetlica Wiejska, Sucha Górna ul. Sportowa 7, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"900";"927";"341";"559";"0";"2";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"24";"4";"20";"0";"535";"265";"96";"174"
"b32f-7fcf-7017-4c2d-4b19-1b70-d797-d8ff";"021604";"3";"13";"wieś";"stały";"Świetlica Wiejska, Guzice 15b, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"700";"737";"296";"404";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"11";"4";"7";"0";"393";"244";"76";"73"
"b419-9d09-f7f2-e4fa-6c9e-ee81-e4c5-fe49";"021604";"3";"14";"wieś";"stały";"Świetlica Wiejska, Tarnówek 9, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"500";"528";"222";"278";"0";"4";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"3";"1";"2";"0";"275";"195";"38";"42"
"3b99-305a-2983-635f-04d0-6b5f-3e53-0073";"021604";"3";"15";"wieś";"stały";"Szkoła Podstawowa Integracyjna, Jędrzychów 24A, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1400";"1563";"314";"1086";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"29";"17";"12";"0";"1057";"652";"207";"198"
"1d0a-2d5e-1c8f-b6fc-b23f-cd20-0360-be42";"021605";"3";"1";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 2, ul. Rybna 3a, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"896";"943";"398";"498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"10";"2";"8";"0";"488";"261";"79";"148"
"4dae-e11a-a813-cf59-db69-5b2a-f670-3f81";"021605";"3";"2";"miasto";"stały";"Świetlica Szkoły Podstawowej Nr 2, ul. Rybna 3a, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"1200";"1313";"518";"682";"1";"5";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"23";"9";"14";"0";"659";"415";"93";"151"
"4deb-89e9-eace-a077-9cc0-5f28-2651-f6f1";"021605";"3";"3";"wieś";"stały";"Świetlica wsi Ostaszów, Ostaszów 11a, 59-170  Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"400";"477";"147";"253";"0";"2";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"3";"0";"3";"0";"250";"118";"57";"75"
"5733-e077-f79c-e9c2-9139-4334-8bde-9f6e";"021605";"3";"4";"wieś";"stały";"Świetlica wsi Piotrowice, Piotrowice 89, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"500";"512";"258";"242";"0";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"8";"0";"8";"0";"234";"126";"37";"71"
"6c4c-cd29-e442-38fb-9030-8c42-8a55-7844";"021605";"3";"5";"wieś";"stały";"Sala gimnastyczna Szkoły Podstawowej, Wysoka 16a, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"700";"756";"293";"407";"0";"4";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"12";"0";"12";"0";"395";"271";"48";"76"
"b70c-9c5f-e8c5-3fe2-7a32-6115-7802-859e";"021605";"3";"6";"miasto";"stały";"Biblioteka, ul. Plac Targowy 1, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"1100";"1211";"499";"601";"1";"0";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"22";"2";"20";"0";"579";"324";"112";"143"
"f1ff-b046-ad22-a1c2-a894-8c11-c257-79a1";"021605";"3";"7";"miasto";"stały";"Przemkowski Ośrodek Kultury w Przemkowie, ul. Głogowska 17, 59-170 Przemków";"gm. Przemków";"polkowicki";"dolnośląskie";"1291";"1404";"515";"776";"1";"7";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"13";"6";"7";"0";"763";"419";"128";"216"
"0ce9-7c83-8989-27d0-676b-8957-7e02-aac9";"021606";"3";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Szkolna 5, 59-160 Radwanice";"gm. Radwanice";"polkowicki";"dolnośląskie";"2399";"2588";"866";"1533";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1533";"0";"0";"1533";"27";"7";"20";"0";"1506";"811";"219";"476"
"1621-168e-c13c-afac-fd71-78af-da98-065e";"021606";"3";"2";"wieś";"stały";"Sala Gimnastyczna, Buczyna 20, 59-160 Radwanice";"gm. Radwanice";"polkowicki";"dolnośląskie";"1000";"1133";"387";"613";"0";"0";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"12";"1";"11";"0";"601";"337";"119";"145"
"d60e-408c-1df3-84c7-7c4c-ab23-99d0-c5e8";"026201";"3";"1";"miasto";"stały";"d. Zespół Szkół Rolniczych, ul. Jaworzyńska 219, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"2100";"2299";"663";"1437";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1436";"0";"0";"1436";"46";"8";"38";"0";"1390";"572";"204";"614"
"b50d-ea67-4b65-7467-991d-0f67-6ce9-f32f";"026201";"3";"2";"miasto";"stały";"Zespół Szkół Budowlanych, ul. Grabskiego 14/22, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1561";"547";"853";"2";"6";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"19";"7";"12";"0";"834";"314";"146";"374"
"271a-04bf-4903-96ad-f8e0-07bb-0cf8-719a";"026201";"3";"3";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Jaworzyńska 47, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1701";"1773";"680";"1021";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1022";"1";"0";"1022";"23";"15";"8";"0";"999";"379";"160";"460"
"c7ce-c9f4-2794-3cda-be89-04b3-d24f-843a";"026201";"3";"4";"miasto";"stały";"Zespół Szkół Elektryczno-Mechanicznych, ul. Skarbka 4, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1500";"1683";"571";"929";"0";"13";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"20";"8";"12";"0";"909";"357";"134";"418"
"112c-fd9d-5025-a934-377b-63ff-f509-e6c7";"026201";"3";"5";"miasto";"stały";"Zespół Szkół Ekonomicznych, Plac Słowiański 5, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1565";"548";"852";"0";"0";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"23";"4";"19";"0";"829";"330";"154";"345"
"ab9f-f424-3366-662c-8e3f-3375-965b-9358";"026201";"3";"6";"miasto";"stały";"Młodzieżowe Centrum Kultury, ul. Mickiewicza 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1200";"1349";"472";"728";"0";"5";"1";"1";"0";"0";"0";"0";"1";"729";"1";"0";"729";"18";"6";"12";"0";"711";"273";"112";"326"
"65a9-8bb5-b184-7aae-ab08-c878-789e-e02f";"026201";"3";"7";"miasto";"stały";"Szkoła Podstawowa Nr 19, Al. Rzeczypospolitej 129, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"2312";"2530";"534";"1778";"3";"13";"1";"1";"0";"0";"0";"0";"1";"1779";"1";"2";"1777";"33";"5";"28";"0";"1744";"586";"286";"872"
"dc1d-9065-f37e-78c2-b62b-161d-ffb6-c7df";"026201";"3";"8";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 6 (wejście od podwórka), Aleja Piłsudskiego 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1600";"1746";"551";"1049";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"22";"3";"19";"0";"1027";"363";"190";"474"
"62de-9f09-eeb7-7645-12b3-30bf-6f41-2a67";"026201";"3";"9";"miasto";"stały";"Klub Seniora, ul. Moniuszki 9, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1600";"1702";"720";"880";"0";"4";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"19";"5";"14";"0";"861";"388";"154";"319"
"f466-6e28-a846-9fb9-4348-87c3-3614-8dd8";"026201";"3";"10";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Kamienna 20a, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1100";"1175";"566";"534";"0";"2";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"7";"0";"7";"0";"527";"247";"80";"200"
"2c1f-ed60-6f92-636e-0347-23cc-eba6-939b";"026201";"3";"11";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 1, ul. Kamienna 20a, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1298";"1371";"753";"545";"0";"4";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"8";"1";"7";"0";"537";"278";"84";"175"
"fa03-2e79-95e7-7bfd-1e78-748c-25d7-49b3";"026201";"3";"12";"miasto";"stały";"d. Świetlica Terapeutyczna Nr 1, ul. Bracka 16, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1701";"1802";"905";"796";"1";"3";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"19";"5";"14";"0";"777";"407";"116";"254"
"79f3-f232-f6e2-8485-4dbd-8984-beb0-d276";"026201";"3";"13";"miasto";"stały";"Sala konferencyjna Wojewódzkiego Szpitala Specjalistycznego, ul. Iwaszkiewicza 5, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1800";"1913";"654";"1146";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"19";"5";"14";"0";"1126";"508";"166";"452"
"1a04-de98-8d11-9ed1-3f7f-0ae2-3d38-f6e8";"026201";"3";"14";"miasto";"stały";"Przedszkole Niepubliczne ""Tęczowy Zakątek"", ul. Witkiewicza 4, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1601";"1753";"492";"1109";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"12";"4";"8";"0";"1097";"521";"153";"423"
"98f4-0f74-90fa-0d4a-0f7a-910d-6667-2801";"026201";"3";"15";"miasto";"stały";"Zespół Szkół Integracyjnych (wejście główne), ul. Wierzyńskiego 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1399";"1493";"464";"935";"0";"4";"0";"0";"0";"0";"0";"0";"0";"935";"0";"0";"935";"20";"11";"9";"0";"915";"365";"142";"408"
"7cd3-9081-32c0-ac46-3341-bf91-2054-cf89";"026201";"3";"16";"miasto";"stały";"Zespół Szkół Integracyjnych (wejście od ul. Gałczyńskiego), ul. Wierzyńskiego 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1499";"1604";"442";"1057";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"14";"3";"11";"0";"1043";"458";"161";"424"
"bc34-177d-5018-ada8-9c61-8fcb-3b13-38f8";"026201";"3";"17";"miasto";"stały";"Zespół Szkół Integracyjnych (wejście od al. Piłsudskiego), ul. Wierzyńskiego 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1600";"1742";"371";"1229";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"18";"5";"13";"0";"1211";"521";"187";"503"
"9947-65a9-c4cd-3ec5-0e85-b85d-7c42-690f";"026201";"3";"18";"miasto";"stały";"Miejskie Przedszkole Nr 18, ul. Staffa 6, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"2000";"2251";"379";"1621";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1619";"0";"0";"1619";"20";"5";"15";"0";"1599";"550";"252";"797"
"7138-1a07-30b3-12d6-2255-011c-24b5-17f0";"026201";"3";"19";"miasto";"stały";"Sala konferencyjna Spółdzielni Mieszkaniowej ""PIEKARY"", ul. Bieszczadzka 1a, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1401";"1509";"414";"987";"0";"0";"0";"0";"0";"0";"0";"0";"0";"986";"0";"0";"986";"14";"1";"13";"0";"972";"416";"155";"401"
"1db7-9af8-ba77-dc2c-e23a-6d63-04c8-5818";"026201";"3";"20";"miasto";"stały";"Filia Zespołu Placówek Specjalnych, ul. Tatrzańska 9, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1496";"394";"1005";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1005";"0";"0";"1005";"20";"5";"15";"0";"985";"424";"125";"436"
"e1be-f94c-5c50-9a49-dcd7-b3d8-76f2-1e3f";"026201";"3";"21";"miasto";"stały";"Zespół Placówek Specjalnych d. VII Liceum Ogólnokształcące (wejście od ul. Tatrzańskiej od Szkoły Podstawowej Nr 16), ul. Mazowiecka 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1548";"398";"1002";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1002";"0";"0";"1002";"18";"18";"0";"0";"984";"452";"124";"408"
"27b6-da4a-351b-a5a5-06e2-16b0-121e-0c9b";"026201";"3";"22";"miasto";"stały";"Zespół Placówek Specjalnych d. VII Liceum Ogólnokształcące, ul. Mazowiecka 3 (wejście od ul. Kujawskiej k/basenu), 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1529";"423";"977";"0";"4";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"26";"8";"18";"0";"951";"404";"140";"407"
"8fe6-70a3-e086-53f8-0b8b-7d98-fad8-6a4d";"026201";"3";"23";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 7, ul. Polarna 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1300";"1373";"460";"840";"1";"4";"1";"1";"0";"0";"0";"0";"1";"841";"1";"0";"841";"26";"6";"20";"0";"815";"332";"102";"381"
"9f09-c238-ebdc-9303-f9cf-1183-105e-4dcb";"026201";"3";"24";"miasto";"stały";"Spółdzielczy Dom Kultury ""KOPERNIK"", ul. Koziorożca 9, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1601";"1772";"434";"1167";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"29";"6";"23";"0";"1138";"482";"158";"498"
"334e-ee93-c3d4-2578-099c-07ce-f1c6-60fb";"026201";"3";"25";"miasto";"stały";"Sala konferencyjna Legnickiej Spółdzielni Mieszkaniowej, ul. Gwiezdna 8, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1100";"1168";"342";"758";"1";"0";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"19";"5";"14";"0";"739";"319";"106";"314"
"7aaa-604b-3834-fedf-bc84-464d-cb3b-5be1";"026201";"3";"26";"miasto";"stały";"Miejskie Przedszkole Nr 6, ul. Andromedy 14, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1416";"1552";"397";"1019";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"26";"3";"23";"0";"993";"432";"119";"442"
"0e79-6329-4934-0e8a-12bb-1e70-8f2d-0992";"026201";"3";"27";"miasto";"stały";"Miejskie Przedszkole Nr 13, ul. Wielkiej Niedźwiedzicy 14a, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1100";"1209";"276";"824";"0";"6";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"18";"2";"16";"0";"806";"325";"97";"384"
"8868-2c70-f6c1-4864-1f14-65b5-32f1-442c";"026201";"3";"28";"miasto";"stały";"VII Liceum Ogólnokształcące (wejście główne), ul. Radosna 17, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1703";"1893";"353";"1350";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1350";"0";"0";"1350";"23";"7";"16";"0";"1327";"560";"182";"585"
"72c8-f94c-25c0-9827-3d93-c967-17b1-7049";"026201";"3";"29";"miasto";"stały";"Szkoła Podstawowa Nr 6, Al. Piłsudskiego 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1200";"1342";"298";"902";"2";"4";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"14";"1";"13";"0";"888";"365";"271";"252"
"7457-3075-22e6-5bd4-2105-4482-c697-8f17";"026201";"3";"30";"miasto";"stały";"I Liceum Ogólnokształcące, Plac Klasztorny 7, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"900";"983";"409";"491";"0";"9";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"8";"3";"5";"0";"483";"217";"68";"198"
"0804-6a3a-d590-fe0d-94df-88b7-608a-1d5b";"026201";"3";"31";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Zielona 17, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1184";"1310";"503";"681";"1";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"15";"4";"11";"0";"666";"299";"87";"280"
"5b20-8a0a-643f-32eb-5ffa-f29d-9b65-c65f";"026201";"3";"32";"miasto";"stały";"Centrum Kształcenia Ustawicznego i Językowego Kadr w Legnicy, Plac Zamkowy 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"816";"854";"382";"434";"0";"0";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"11";"3";"8";"0";"423";"184";"64";"175"
"a4a7-994b-c903-6e31-86c3-8dc5-8320-1daa";"026201";"3";"33";"miasto";"stały";"Urząd Stanu Cywilnego (poczekalnia Sali Ślubów), ul. Chojnowska 2, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"999";"1081";"300";"699";"2";"14";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"14";"14";"0";"0";"685";"295";"79";"311"
"9198-e09d-9f92-02f6-64ac-93f9-5d6a-b2de";"026201";"3";"34";"miasto";"stały";"Sala gimnastyczna Zespołu Placówek Specjalnych, ul. Rycerska 13, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"700";"720";"224";"476";"0";"0";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"4";"0";"4";"0";"472";"213";"56";"203"
"5b0b-939a-dcf5-b376-6ae0-236f-98bc-ae88";"026201";"3";"35";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Piastowska 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1000";"1077";"415";"585";"0";"6";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"15";"4";"11";"0";"570";"233";"104";"233"
"5f34-7841-a7af-5859-189c-c503-ab1b-7f71";"026201";"3";"36";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 2, ul. Głogowska 50, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1701";"1829";"863";"838";"0";"2";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"18";"8";"10";"0";"820";"395";"148";"277"
"59d1-a05b-e408-1c41-c4f3-af72-5ba1-d8e1";"026201";"3";"37";"miasto";"stały";"Zespół Szkół Samochodowych, ul. Słubicka 7, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1998";"2220";"548";"1450";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"27";"5";"22";"0";"1423";"591";"229";"603"
"d9ec-856b-84b9-782a-24f4-12ef-5912-8ed8";"026201";"3";"38";"miasto";"stały";"Sala gimnastyczna V Liceum Ogólnokształcącego, ul. Senatorska 32 (wejście od ul. Żwirki i Wigury), 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1384";"1533";"650";"734";"1";"1";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"13";"2";"11";"0";"721";"343";"107";"271"
"de31-6646-9d23-0081-f30d-1708-1fe9-624c";"026201";"3";"39";"miasto";"stały";"Sala gimnastyczna Szkoły Podstawowej Nr 4, ul. Piastowska 3, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1300";"1432";"595";"705";"1";"3";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"16";"3";"13";"0";"688";"306";"99";"283"
"6315-bbe5-cce3-523f-0a4e-91fa-a260-09ce";"026201";"3";"40";"miasto";"stały";"Miejskie Przedszkole Nr 16, ul. Żwirki i Wigury 32, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1559";"593";"807";"0";"5";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"18";"4";"14";"0";"789";"357";"140";"292"
"7109-8ec3-240c-8321-e6f4-a71b-bf0c-d016";"026201";"3";"41";"miasto";"stały";"Politechnika Wrocławska Wydział Techniczno-Przyrodniczy, ul. Stefana Batorego 9, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1399";"1573";"436";"963";"0";"7";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"12";"4";"8";"0";"951";"388";"162";"401"
"388c-4218-1ec8-c230-ade7-df12-8f0a-d268";"026201";"3";"42";"miasto";"stały";"Miejskie Przedszkole Nr 11 d. Filia Szkoły Podstawowej nr 9, ul. Krzemieniecka 1, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1300";"1361";"442";"858";"0";"1";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"11";"1";"10";"0";"847";"339";"129";"379"
"f3b2-71b9-5029-800d-0284-f3c2-9620-7c1b";"026201";"3";"43";"miasto";"stały";"Hala Sportowa, ul. Sejmowa 3a, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1599";"1704";"704";"895";"1";"6";"1";"1";"0";"0";"0";"0";"1";"896";"1";"0";"896";"16";"2";"14";"0";"880";"383";"137";"360"
"14b8-980d-bd1e-7631-ae9a-2ee2-c1a9-2f3e";"026201";"3";"44";"miasto";"stały";"MOPS Zespół Interwencji Kryzysowej, ul. Okrzei 9, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1600";"1690";"630";"970";"2";"5";"1";"1";"0";"0";"0";"0";"1";"971";"1";"0";"971";"21";"3";"18";"0";"950";"380";"155";"415"
"6701-adcc-dc90-6636-634d-261d-db17-784a";"026201";"3";"45";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Lotnicza 26, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1400";"1480";"466";"934";"2";"7";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"13";"5";"8";"0";"921";"343";"135";"443"
"5312-bef4-b72f-9025-bf70-fc12-6a7f-fcc8";"026201";"3";"46";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Marynarska 31, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"1798";"1931";"477";"1321";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1321";"0";"0";"1321";"22";"7";"15";"0";"1299";"456";"226";"617"
"0ac8-e08d-085d-a8d5-683a-2544-4bbb-9b5c";"026201";"3";"47";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, ul. Złotoryjska 144, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"2000";"2172";"614";"1386";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1386";"0";"0";"1386";"21";"5";"16";"0";"1365";"511";"213";"641"
"694d-0153-d630-3ae0-5dc2-dce5-7d9b-0e89";"026201";"3";"48";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny, ul. Iwaszkiewicza 5, 59-220 Legnica";"m. Legnica";"Legnica";"dolnośląskie";"367";"341";"246";"121";"0";"19";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"5";"1";"4";"0";"116";"65";"17";"34"
