"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dawid Adam KOSTEMPSKI";"Henryk Krzysztof MERCIK";"Leon SWACZYNA";"Dorota Jolanta TOBISZOWSKA"
"91f9-bfc4-cb2a-e11f-d8ef-bfe3-f60f-745f";"247401";"74";"12";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Szkolna 15, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1600";"1783";"736";"864";"0";"3";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"19";"5";"14";"0";"845";"174";"198";"161";"312"
"5514-751e-8f14-4b54-ee4c-068d-ea30-366e";"247401";"74";"13";"miasto";"stały";"Szkoła Podstawowa Nr 20 z Oddziałami Integracyjnymi, ul. Lipowa 3, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1396";"1549";"513";"883";"0";"8";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"25";"5";"20";"0";"857";"179";"238";"148";"292"
"09e8-cc8e-20bf-4d9f-feeb-ba2c-fb45-b6cd";"247401";"74";"14";"miasto";"stały";"Przedszkole Nr 9, ul. Okrężna 17, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1000";"1074";"224";"776";"1";"4";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"18";"7";"11";"0";"758";"188";"191";"108";"271"
"2ff7-3c8d-df03-737e-a9f8-c9b9-3706-c2fc";"247401";"74";"15";"miasto";"stały";"Zespół Szkół Nr 3, ul. Leśna 1, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1250";"1344";"475";"775";"2";"2";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"17";"3";"14";"0";"758";"176";"242";"118";"222"
"83b9-60b4-0062-607d-753c-ac1c-4775-99b9";"247401";"74";"16";"miasto";"stały";"Przedszkole Nr 20 ""Zielona Kraina"", ul. Hermana Wróbla 11, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1282";"225";"925";"0";"4";"0";"0";"0";"0";"0";"0";"0";"925";"0";"0";"925";"21";"4";"17";"0";"904";"218";"257";"123";"306"
"0c73-0139-2027-af70-4890-07f3-9ee5-303c";"247401";"74";"17";"miasto";"stały";"Przedszkole Nr 20 ""Zielona Kraina"", ul. Hermana Wróbla 11, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1000";"1092";"215";"785";"2";"1";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"17";"5";"12";"0";"768";"174";"226";"100";"268"
"542f-3f44-8666-cf3a-eddd-b3ef-f8ae-8940";"247401";"74";"18";"miasto";"stały";"Szkoła Podstawowa Nr 1, Siemianowice Śląskie, Bytków ul. Niepodległości 47, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1249";"1401";"289";"960";"2";"3";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"18";"2";"16";"0";"941";"196";"326";"126";"293"
"15a9-8e59-800f-6261-4a6d-eae3-d797-6d33";"247401";"74";"19";"miasto";"stały";"Dom Kultury ""Chemik"", ul. Niepodległości 51, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1951";"2121";"472";"1479";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1479";"0";"0";"1479";"19";"6";"13";"0";"1460";"309";"496";"182";"473"
"f3a0-da2f-bc80-f9af-3855-6159-809b-c01c";"247401";"74";"20";"miasto";"stały";"Zespół Przedszkolny Nr 1, Siemianowice Śląskie, Bytków ul. Grunwaldzka 10, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1600";"1720";"327";"1273";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1273";"0";"0";"1273";"19";"6";"13";"0";"1254";"303";"434";"135";"382"
"ec99-44e6-3a0f-db44-5b3a-72be-8f4b-62da";"247401";"74";"21";"miasto";"stały";"Siemianowice Centrum Kultury, Siemianowice Śląskie, Bytków ul. Niepodległości 45, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1200";"1310";"232";"968";"0";"4";"2";"2";"0";"0";"0";"0";"2";"970";"2";"0";"970";"18";"6";"12";"0";"952";"211";"254";"151";"336"
"93b0-c263-0031-53a1-1dc0-b79c-07fa-3c0d";"247401";"74";"22";"miasto";"stały";"Zespół Przedszkolny Nr 1, Siemianowice Śląskie, Bytków ul. Grunwaldzka 10, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1550";"1721";"364";"1186";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"1";"1185";"12";"6";"6";"0";"1173";"255";"352";"164";"402"
"052f-f7ed-eb83-20c2-da56-89e8-57fb-9b79";"247401";"74";"23";"miasto";"stały";"Przedszkole Nr 2 ""Tęczowa Dwójeczka"", Siemianowice Śląskie, Bytków ul. Związku Harcerstwa Polskiego 8, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1258";"271";"879";"1";"0";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"16";"6";"10";"0";"863";"208";"232";"107";"316"
"d402-b68f-ed28-7f32-6b79-6ece-a024-8e29";"247401";"74";"24";"miasto";"stały";"Zespół Szkół Sportowych, Siemianowice Śląskie, Bytków ul. Mikołaja 3, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1302";"1437";"269";"1033";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"17";"7";"10";"0";"1016";"238";"315";"158";"305"
"3021-e4c0-c195-e600-ea1a-49bd-95ea-cbd1";"247401";"74";"25";"miasto";"stały";"Szkoła Podstawowa Nr 8, Siemianowice Śląskie, Bytków Plac Skrzeka i Wójcika 4, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"950";"1035";"211";"739";"0";"2";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"18";"3";"15";"0";"721";"188";"252";"139";"142"
"2fb1-e085-7d4b-dbbc-790d-4f2a-2a28-c8d1";"247401";"74";"26";"miasto";"stały";"Dom Harcerza, Siemianowice Śląskie, Bytków ul. Walerego Wróblewskiego 10, 41-106 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1100";"1223";"227";"873";"0";"0";"0";"0";"0";"0";"0";"0";"0";"873";"0";"0";"873";"12";"3";"9";"0";"861";"208";"263";"110";"280"
"d731-713a-bd49-ebf6-6ff1-a5ad-e9ad-1bed";"247401";"74";"27";"miasto";"stały";"Szkoła Podstawowa Nr 4, Siemianowice Śląskie, Michałkowice ul. Marii Dąbrowskiej 10, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"800";"884";"203";"597";"3";"1";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"12";"1";"11";"0";"585";"110";"160";"103";"212"
"da12-e145-d935-b471-bf13-077d-a222-6f76";"247401";"74";"28";"miasto";"stały";"Prywatne Szkoła ARKONA, Siemianowice Śląskie, Bańgów ul. Stefana Okrzei 2, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"370";"415";"117";"253";"2";"2";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"5";"0";"5";"0";"248";"50";"55";"26";"117"
"b337-6f1e-54d2-f760-9de2-d43e-9629-d061";"247401";"74";"29";"miasto";"stały";"Szkoła Podstawowa Nr 16, Siemianowice Śląskie, Bańgów ul. Karola Szymanowskiego 11, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1246";"254";"896";"0";"0";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"12";"1";"11";"0";"884";"207";"258";"131";"288"
"2192-5dec-2252-5423-b403-afe2-3a02-6351";"247401";"74";"30";"miasto";"stały";"Szkoła Podstawowa Nr 16, Siemianowice Śląskie, Bańgów ul. Karola Szymanowskiego 11, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"750";"829";"152";"598";"0";"4";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"11";"2";"9";"0";"587";"120";"153";"109";"205"
"74ec-8c89-5809-ddfc-1013-94af-f614-95cb";"247401";"74";"31";"miasto";"stały";"Ośrodek Rehabilitacyjny ""Wichrowe Wzgórza"", Siemianowice Śląskie, Przełajka ul. Wiejska 2, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1098";"1202";"191";"907";"1";"0";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"12";"3";"9";"0";"895";"222";"309";"141";"223"
"6a18-4576-f65a-bf37-5bcc-31dd-914d-3a07";"247401";"74";"32";"miasto";"stały";"Szkoła Podstawowa Nr 4, Siemianowice Śląskie, Michałkowice ul. Marii Dąbrowskiej 10, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"550";"595";"142";"408";"1";"1";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"10";"1";"9";"0";"398";"92";"134";"53";"119"
"bcbd-03c1-f1c9-b0df-8a92-2ee0-e915-b482";"247401";"74";"33";"miasto";"stały";"Przedszkole Nr 12, Siemianowice Śląskie, Michałkowice ul. Oświęcimska 3, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1450";"1592";"402";"1048";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"27";"4";"23";"0";"1020";"212";"241";"161";"406"
"222a-a227-00b7-c3d6-d3c4-6aff-87c3-7386";"247401";"74";"34";"miasto";"stały";"Szkoła Podstawowa Nr 13, Siemianowice Śląskie, Michałkowice ul. Norberta Berlickiego 2, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1900";"2058";"515";"1385";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1383";"0";"6";"1377";"24";"0";"24";"0";"1353";"275";"350";"198";"530"
"53de-0ef2-8bc7-961d-ab64-d5ee-cf8b-59de";"247401";"74";"35";"miasto";"stały";"Przedszkole Nr 16, Siemianowice Śląskie, Michałkowice ul. Stawowa 22, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1750";"1922";"420";"1330";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"0";"1330";"22";"5";"17";"0";"1308";"278";"364";"197";"469"
"c1ce-0b7e-fe57-0a0b-974b-f966-7230-6b5c";"247401";"74";"36";"miasto";"stały";"Przedszkole Nr 6, Siemianowice Śląskie, Michałkowice ul. Kościelna 39, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1296";"394";"756";"2";"1";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"8";"1";"7";"0";"748";"160";"212";"96";"280"
"566d-bd84-eaa0-bb91-d84d-c94a-ec24-cee1";"247401";"74";"37";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Zawodowych, Siemianowice Śląskie, Michałkowice ul. Witolda Budryka 2, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"550";"618";"210";"340";"0";"2";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"9";"0";"9";"0";"331";"58";"75";"64";"134"
"5c04-0207-2b23-b1a7-8a1d-0e27-cb3d-c8d1";"247401";"74";"38";"miasto";"stały";"Siedziba Firmy ""Euro Pol"", Siemianowice Śląskie, Michałkowice ul. Stefana Żeromskiego 21, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1100";"1198";"385";"715";"0";"2";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"15";"2";"13";"0";"700";"148";"148";"102";"302"
"7aef-866b-adf0-45a0-c708-a0bb-699e-25b2";"247401";"74";"39";"miasto";"stały";"Szkoła Podstawowa Nr 13, Siemianowice Śląskie, Michałkowice ul. Norberta Barlickiego 2, 41-103 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1270";"276";"874";"0";"5";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"6";"2";"4";"0";"868";"198";"221";"137";"312"
"e8fc-02d1-8b20-67ad-23e9-85c3-6d1e-f7a5";"247401";"74";"40";"miasto";"zakład leczniczy";"Szpital Miejski Sp. z o. o., ul. 1 Maja 9, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"161";"64";"112";"49";"0";"2";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"0";"0";"0";"0";"49";"8";"11";"9";"21"
"43a1-3953-3980-ffdd-f8d1-cc48-b8b9-c7b6";"247601";"74";"1";"miasto";"stały";"Przedszkole Miejskie Nr 9, Świętochłowice, Chropaczów ul. Sportowa 6, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1700";"1854";"601";"1099";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"15";"4";"11";"0";"1084";"266";"256";"158";"404"
"d257-4342-a0a1-47d1-6d49-8128-fa9e-0c20";"247601";"74";"2";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 17 im. Gustawa Morcinka, Świętochłowice, Chropaczów ul. Armii Krajowej 14, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1550";"1684";"933";"617";"0";"0";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"10";"5";"5";"0";"607";"182";"93";"82";"250"
"e054-13a6-40ab-a75a-96b6-1b05-34b1-bd07";"247601";"74";"3";"miasto";"stały";"Miejskie Przedsiębiorstwo Usług Komunalnych w Świętochłowicach Sp. z o. o., Świętochłowice, Chropaczów ul. Łagiewnicka 76, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1550";"1668";"523";"1027";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"17";"9";"8";"0";"1010";"253";"252";"139";"366"
"52f3-5236-e5ef-2fd1-a848-648b-cf5b-bdf5";"247601";"74";"4";"miasto";"stały";"Szkoła Podstawowa Specjalna Nr 10, Świętochłowice, Chropaczów ul. Łagiewnicka 65, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1600";"1758";"458";"1142";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"14";"6";"8";"0";"1128";"319";"256";"97";"456"
"e86e-8038-d655-1c0f-673d-e67e-4549-149e";"247601";"74";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Świętochłowicach, Świętochłowice, Chropaczów ul. Sudecka 5, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1250";"1345";"368";"882";"0";"0";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"5";"1";"4";"0";"877";"184";"230";"108";"355"
"764f-975a-b9c9-37b5-6e92-16e1-7b95-6f39";"247601";"74";"6";"miasto";"stały";"Punkt Przedszkolny Kolorado z Oddziałami Integracyjnymi, Świętochłowice, Chropaczów ul. Wiślan 9/I, 41-608 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1200";"1291";"261";"939";"0";"1";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"13";"0";"13";"0";"926";"252";"274";"125";"275"
"cdf9-b144-dfab-40d8-4cd8-42bf-7e4d-7a27";"247601";"74";"7";"miasto";"stały";"Budynek byłego Zespołu Szkół i Pracy Pozaszkolnej, Świętochłowice, Lipiny ul. Dr. Antoniego Bukowego 23, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1000";"1120";"657";"343";"0";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"17";"3";"14";"0";"326";"114";"50";"38";"124"
"21da-ab95-14d0-fe70-26e6-ac10-347d-34f5";"247601";"74";"8";"miasto";"stały";"Budynek byłego Zespołu Szkół i Pracy Pozaszkolnej, Świętochłowice, Lipiny ul. Dr. Antoniego Bukowego 23, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1200";"1289";"668";"532";"0";"1";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"9";"2";"7";"0";"523";"170";"105";"53";"195"
"faab-e7aa-8cec-2331-8725-0a03-0eed-4ce1";"247601";"74";"9";"miasto";"stały";"Centrum Kultury Śląskiej-Lipiny, Świętochłowice, Lipiny ul. Chorzowska 73, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1550";"1715";"748";"802";"0";"1";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"14";"3";"11";"0";"788";"271";"146";"103";"268"
"de81-f836-5e2a-cae6-bfb2-5d24-8e93-8066";"247601";"74";"10";"miasto";"stały";"Miejska Biblioteka Publiczna, Świętochłowice, Piaśniki ul. Chorzowska 37, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1700";"1885";"445";"1255";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1255";"0";"0";"1255";"19";"4";"15";"0";"1236";"310";"336";"159";"431"
"1f50-d2c6-db4d-2561-8e58-5f50-9b16-e760";"247601";"74";"11";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej, Świętochłowice, Piaśniki ul. Wojciecha Korfantego 1, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1500";"1668";"470";"1030";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1030";"0";"0";"1030";"18";"14";"4";"0";"1012";"306";"219";"126";"361"
"ddeb-e526-3f02-1250-a849-149a-32de-4536";"247601";"74";"12";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Miłośników Ziemi Śląskiej, Świętochłowice, Piaśniki ul. Juliana Zubrzyckiego 38, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1650";"1834";"379";"1271";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"19";"4";"15";"0";"1252";"401";"293";"116";"442"
"6a11-1d84-0cc2-664c-1900-9288-989c-8c27";"247601";"74";"13";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Tadeusza Kościuszki, ul. Szkolna 17, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1350";"1495";"743";"607";"1";"2";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"10";"4";"6";"0";"597";"209";"110";"103";"175"
"3112-b773-69f9-f98e-4da9-84c7-3a92-9acd";"247601";"74";"14";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Tadeusza Kościuszki, ul. Szkolna 17, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1600";"1769";"393";"1207";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"24";"7";"17";"0";"1183";"363";"296";"114";"410"
"b0ec-af05-72d8-e57d-dc0e-2889-906d-f290";"247601";"74";"15";"miasto";"stały";"Budynek byłego Zespołu Szkół Specjalnych, ul. Szkolna 13, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1550";"1692";"627";"923";"0";"1";"2";"2";"0";"0";"0";"0";"2";"925";"2";"0";"925";"13";"4";"9";"0";"912";"263";"202";"113";"334"
"864c-7b32-77a7-5d6c-e08c-6287-5eb2-9709";"247601";"74";"16";"miasto";"stały";"I liceum Ogólnokształcące im. Jana Kochanowskiego w Świętochłowicach, ul. Licealna 1, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1250";"1385";"327";"923";"1";"0";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"11";"2";"9";"0";"912";"232";"234";"110";"336"
"034c-8b9f-4d1c-d5f1-5182-fe55-1c05-77b1";"247601";"74";"17";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wyzwolenia 50, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1600";"1738";"573";"1027";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"25";"4";"21";"0";"1002";"310";"207";"108";"377"
"8092-0cae-999c-c477-91dc-1ee3-6617-384b";"247601";"74";"18";"miasto";"stały";"Muzeum Powstań Śląskich w Świętochłowicach, ul. Wiktora Polaka 1, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1700";"1887";"839";"861";"0";"0";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"16";"5";"11";"0";"845";"266";"190";"97";"292"
"cf38-49c2-fe3f-38c9-1478-4de1-008a-23eb";"247601";"74";"19";"miasto";"stały";"Zespół Szkół Technicznych i Zawodowych im. Augustyna Świdra, ul. Władysława Sikorskiego 9, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1450";"1629";"764";"686";"0";"0";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"13";"6";"7";"0";"673";"187";"124";"102";"260"
"3b05-e871-dbea-77d9-1303-1e55-2844-ef55";"247601";"74";"20";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Henryka Sienkiewicza, ul. Fryderyka Chopina 1, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1200";"1321";"349";"851";"0";"1";"1";"1";"0";"0";"0";"0";"1";"852";"1";"0";"852";"16";"6";"10";"0";"836";"228";"205";"120";"283"
"fd60-5533-50d5-c3f9-95ab-893a-623f-287f";"247601";"74";"21";"miasto";"stały";"Centrum Kultury Śląskiej-Zgoda, ul. Juliusza Krauzego 1, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1650";"1798";"617";"1033";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"17";"2";"15";"0";"1016";"282";"211";"141";"382"
"8b28-dd9d-ec40-e838-a7a7-c572-7673-5252";"247601";"74";"22";"miasto";"stały";"Szkoła Podstawowa Nr 8 im. Jana III Sobieskiego, ul. Wiśniowa 9, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"1950";"2139";"548";"1402";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"24";"8";"16";"0";"1378";"299";"473";"171";"435"
"f80e-71e7-2548-4c62-dece-4781-8b9f-2a2c";"247601";"74";"23";"miasto";"stały";"Powiatowy Urząd Pracy w Świętochłowicach, Świętochłowice, Zgoda ul. Plebiscytowa 3, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"900";"991";"362";"538";"0";"7";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"15";"4";"11";"0";"523";"134";"138";"67";"184"
"d58f-f531-70c8-6b98-4806-e82c-5054-bebf";"247601";"74";"24";"miasto";"dom pomocy społecznej";"Miejski Dom Pomocy Społecznej ""Złota Jesień"", Świętochłowice, Lipiny ul. Emanuela Imieli 12, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"63";"56";"22";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"3";"0";"3";"0";"38";"21";"5";"2";"10"
"ce83-66fc-df58-ed43-5067-bf27-69c2-7e3e";"247601";"74";"25";"miasto";"zakład leczniczy";"Szpital Powiatowy Zespołu Opieki Zdrowotnej w Świętochłowicach Sp. z o. o. z wyłączeniem Oddziału Terapii Uzależnienia Od Alkoholu, Świętochłowice, Piaśniki ul. Chorzowska 36, 41-605 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"199";"169";"119";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"80";"2";"0";"2";"0";"78";"24";"12";"8";"34"
"a150-77ab-c599-ad3a-78b2-7792-dc19-cbc1";"247601";"74";"26";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy oraz Oddział Terapii Uzależnienia Od Alkoholu Szpitala Powiatowego Zespołu Opieki Zdrowotnej w Świętochłowicach Sp. z o. o., ul. Szpitalna 2, 41-600 Świętochłowice";"m. Świętochłowice";"Świętochłowice";"śląskie";"84";"78";"65";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"2";"0";"2";"0";"17";"0";"5";"6";"6"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
