"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Magdalena Maria KOCHAN";"Edward KOSMAL"
"61f3-2c7a-6ab3-5890-76bb-98c9-880f-05bc";"320706";"98";"11";"wieś";"stały";"Świetlica Wiejska, Ostromice 38D, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"330";"364";"161";"169";"0";"2";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"7";"1";"6";"0";"162";"90";"72"
"c014-c042-c589-6a73-4574-ff43-22e8-0bf2";"320706";"98";"12";"wieś";"stały";"Publiczna Szkoła Podstawowa, Koniewo 9, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"600";"674";"302";"298";"0";"3";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"4";"0";"4";"0";"294";"121";"173"
"7837-3cc6-0206-08c2-e960-4bfb-10e1-5cd6";"320706";"98";"13";"wieś";"stały";"Świetlica Wiejska, Recław 21, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"500";"557";"259";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"9";"1";"8";"0";"232";"126";"106"
"6007-dd46-df24-b19e-0edb-c872-382c-9602";"320706";"98";"14";"wieś";"stały";"Świetlica Wiejska, Unin 22, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"440";"486";"231";"209";"0";"1";"0";"0";"0";"0";"0";"0";"0";"209";"0";"0";"209";"7";"2";"5";"0";"202";"125";"77"
"3eae-06c2-8fe4-1666-589e-10b0-12d5-d038";"321001";"98";"1";"miasto";"stały";"Barlinecki Ośrodek Kultury, ul. Podwale 9, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"1000";"1105";"440";"560";"1";"1";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"33";"8";"25";"0";"527";"272";"255"
"9f88-2a3d-5dc8-6c35-e982-8657-0593-5f16";"321001";"98";"2";"miasto";"stały";"Przedszkole Miejskie Nr 2, ul. Podwale 11, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"880";"961";"341";"539";"2";"4";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"19";"1";"18";"0";"520";"267";"253"
"61d6-e6dd-3804-2284-f4f1-29d9-1d1a-c586";"321001";"98";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Jeziorna 12, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"930";"989";"324";"606";"1";"1";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"25";"5";"20";"0";"581";"339";"242"
"5844-6c81-1e5a-c48a-2e5d-c200-2306-b5d7";"321001";"98";"4";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Piast"", ul. Wodna 2, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"970";"1067";"377";"593";"3";"3";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"23";"4";"19";"0";"570";"339";"231"
"c753-a5ec-8602-b8e0-ba97-4e1c-186f-078f";"321001";"98";"5";"miasto";"stały";"Europejskie Centrum Spotkań, ul. Leśna 1, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"720";"770";"269";"451";"1";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"10";"1";"9";"0";"441";"272";"169"
"e8de-6f85-4e9d-6979-a012-96ba-efe0-e58d";"321001";"98";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Leśna 10, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"700";"753";"286";"414";"2";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"10";"1";"9";"0";"404";"246";"158"
"a7a7-1109-3311-f05c-8897-838a-d876-4284";"321001";"98";"7";"miasto";"stały";"Nadleśnictwo Barlinek, ul. Tunelowa 56a, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"1000";"1086";"395";"605";"1";"3";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"19";"5";"14";"0";"586";"334";"252"
"19d2-b7b9-d91b-3c7d-a64a-930b-0ea3-c7b1";"321001";"98";"8";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Kombatantów 3, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"800";"864";"298";"502";"0";"3";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"23";"3";"20";"0";"479";"325";"154"
"edee-8a41-09ca-faed-314c-987a-1a18-8968";"321001";"98";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Kombatantów 3, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"970";"1042";"399";"571";"0";"0";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"18";"4";"14";"0";"553";"354";"199"
"e712-0663-27ef-5d8a-9cae-38c2-8212-038c";"321001";"98";"10";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych, ul. Szosowa 2, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"840";"911";"310";"530";"4";"1";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"18";"8";"10";"0";"512";"307";"205"
"b865-cd3d-ce0e-4673-6857-94bd-430d-1fbb";"321001";"98";"11";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych, ul. Szosowa 2, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"760";"810";"303";"457";"1";"1";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"19";"2";"17";"0";"438";"247";"191"
"8af7-d33a-713e-3259-f575-5fdf-348c-2de6";"321001";"98";"12";"wieś";"stały";"Środowiskowy Dom Samopomocy, Osina 19a, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"600";"657";"325";"275";"0";"1";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"13";"1";"12";"0";"262";"156";"106"
"9408-5d42-5163-2bd4-6018-e88f-3dd3-e060";"321001";"98";"13";"wieś";"stały";"Świetlica wiejska, Płonno 29D, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"490";"527";"229";"261";"1";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"11";"2";"9";"0";"250";"151";"99"
"92b7-4256-b8a7-2a59-0914-ccdd-a826-2e56";"321001";"98";"14";"wieś";"stały";"Szkoła Podstawowa, Mostkowo 36, 74-322 Mostkowo";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"850";"931";"382";"468";"1";"3";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"15";"8";"7";"0";"453";"214";"239"
"83f8-ac9a-90db-1fcd-468f-7f72-dc34-e1d4";"321001";"98";"15";"wieś";"stały";"Świetlica wiejska, Rychnów 45, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"730";"794";"388";"342";"0";"2";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"13";"2";"11";"0";"329";"134";"195"
"c73e-667b-79e4-da93-21ed-777c-9699-9d74";"321001";"98";"16";"wieś";"stały";"Świetlica wiejska, Moczkowo ul. Gorzowska 15, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"1200";"1274";"480";"720";"0";"1";"0";"0";"0";"0";"0";"0";"0";"720";"0";"1";"719";"24";"11";"13";"0";"695";"470";"225"
"2182-830d-2695-8f17-0dad-f484-0658-ad20";"321001";"98";"17";"miasto";"zakład leczniczy";"Szpital Barlinek Sp. z o. o., ul. Szpitalna 10, 74-320 Barlinek";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"50";"87";"32";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"1";"0";"1";"0";"17";"10";"7"
"5e0e-e409-11ff-0c50-8c07-ef96-ef99-3f77";"321002";"98";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Poznańska 19A, 74-407 Boleszkowice";"gm. Boleszkowice";"myśliborski";"zachodniopomorskie";"1250";"1393";"566";"684";"1";"2";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"33";"6";"27";"0";"651";"437";"214"
"3b02-c7a6-a62a-e0e3-cb34-4249-6ef9-2aa8";"321002";"98";"2";"wieś";"stały";"Świetlica Wiejska, Namyślin 70, 74-406 Namyślin";"gm. Boleszkowice";"myśliborski";"zachodniopomorskie";"440";"494";"196";"244";"2";"1";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"6";"1";"5";"0";"238";"123";"115"
"35d8-0106-380c-e4c5-8f71-3fa8-2ea6-2714";"321002";"98";"3";"wieś";"stały";"Świetlica Wiejska, Gudzisz 23B, 74-407 Boleszkowice";"gm. Boleszkowice";"myśliborski";"zachodniopomorskie";"350";"387";"149";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"3";"0";"3";"0";"198";"108";"90"
"05d9-5c1d-d708-5809-c950-2063-ab87-de09";"321003";"98";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Marsz. J. Piłsudskiego 10, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"2219";"2388";"1053";"1166";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"40";"22";"18";"0";"1126";"701";"425"
"e824-2a7f-8d7e-16af-18e0-b79b-07c3-e914";"321003";"98";"2";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Jana Pawła II 1, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"970";"1041";"407";"563";"2";"1";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"32";"12";"20";"0";"531";"307";"224"
"48a3-2cc4-b536-5967-31fa-cba9-3ae4-5a4a";"321003";"98";"3";"miasto";"stały";"Dębnowski Ośrodek Kultury, ul. Daszyńskiego 20, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"2000";"2174";"728";"1272";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1272";"0";"0";"1272";"44";"7";"37";"0";"1228";"810";"418"
"fe4a-5529-9a17-f62e-2a1c-aefb-695a-13e0";"321003";"98";"4";"miasto";"stały";"Zespół Szkół im. Juliusza Słowackiego, ul. Zachodnia 4, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"1870";"2018";"682";"1188";"6";"4";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"41";"0";"41";"0";"1147";"745";"402"
"739c-6094-a744-b2b6-035d-8e3b-b4be-0dc9";"321003";"98";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Słowackiego 21, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"1350";"1469";"574";"776";"2";"6";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"35";"7";"28";"0";"741";"429";"312"
"bd34-aa42-f90f-1c46-cb7f-cbb9-663e-9bd7";"321003";"98";"6";"miasto";"stały";"Filia Szkoły Podstawowej Nr 3, ul. Jana Pawła II 63, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"1099";"1190";"390";"709";"0";"3";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"33";"8";"25";"0";"676";"399";"277"
"caab-1c4a-6bee-9deb-69c3-8c97-5e85-0b09";"321003";"98";"7";"wieś";"stały";"Świetlica Wiejska, Różańsko 22, 74-311 Różańsko";"gm. Dębno";"myśliborski";"zachodniopomorskie";"790";"865";"420";"370";"0";"1";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"18";"1";"17";"0";"352";"194";"158"
"dec9-ea67-98a8-2c4b-623e-9c2e-a62d-5593";"321003";"98";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Jana Pawła II 85, 74-404 Cychry";"gm. Dębno";"myśliborski";"zachodniopomorskie";"841";"912";"365";"476";"1";"3";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"21";"1";"20";"0";"455";"273";"182"
"f62d-adc8-305b-85f5-cb5f-f390-557f-bea8";"321003";"98";"9";"wieś";"stały";"Szkoła Podstawowa, Sarbinowo 80, 74-404 Cychry";"gm. Dębno";"myśliborski";"zachodniopomorskie";"800";"879";"430";"370";"0";"2";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"10";"4";"6";"0";"360";"194";"166"
"ef6c-69e2-5ae0-b117-986a-522f-f30a-5abe";"321003";"98";"10";"wieś";"stały";"Szkoła Podstawowa, Smolnica 20, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"1050";"1150";"563";"487";"0";"3";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"21";"3";"18";"0";"466";"272";"194"
"1b12-04d4-2680-e80c-8a8e-9cde-0409-b55c";"321003";"98";"11";"wieś";"stały";"Zespół Placówek Oświatowych, Barnówko 38, 74-311 Różańsko";"gm. Dębno";"myśliborski";"zachodniopomorskie";"490";"545";"241";"249";"1";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"15";"2";"13";"0";"234";"117";"117"
"7d7c-875c-fa24-5182-b5b3-f519-1e4b-296e";"321003";"98";"12";"wieś";"stały";"Świetlica Wiejska, Oborzany 42, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"370";"399";"187";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"19";"3";"16";"0";"164";"81";"83"
"0678-c303-912e-bfcc-35ee-453c-a367-8e8d";"321003";"98";"13";"wieś";"stały";"Szkoła Podstawowa Nr 3 w Dębnie Filia w Dargomyślu, Dargomyśl 102, 74-404 Cychry";"gm. Dębno";"myśliborski";"zachodniopomorskie";"400";"448";"128";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"21";"3";"18";"0";"251";"129";"122"
"e454-4715-bd7a-e4f4-b340-2517-fd9d-6fc4";"321003";"98";"14";"miasto";"zakład leczniczy";"Szpital w Dębnie sp. z o. o., ul. Tadeusza Kościuszki 58, 74-400 Dębno";"gm. Dębno";"myśliborski";"zachodniopomorskie";"80";"102";"60";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"6";"13"
"a6eb-f164-377f-e310-6dab-e185-1c7d-e5c7";"321004";"98";"1";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Leonida Teligi, ul. Lipowa 18a, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"1020";"1090";"363";"657";"1";"4";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"20";"12";"8";"0";"637";"392";"245"
"78ea-70e9-c140-e944-bd92-c31d-7824-09ca";"321004";"98";"2";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Leonida Teligi, ul. Lipowa 18a, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"1200";"1303";"430";"770";"3";"4";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"28";"11";"17";"0";"742";"457";"285"
"ab41-034c-c596-38a9-5285-7bbc-893c-2cfc";"321004";"98";"3";"miasto";"stały";"Miejska i Powiatowa Biblioteka Publiczna, ul. Armii Polskiej 16, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"951";"1033";"395";"556";"0";"5";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"13";"3";"10";"0";"543";"330";"213"
"cabb-c29c-29c7-1d20-2657-1635-de78-448e";"321004";"98";"4";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Kamienna 20, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"1140";"1222";"456";"684";"0";"5";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"27";"4";"23";"0";"657";"415";"242"
"de27-d605-e5d3-104e-7579-04fd-73cf-c722";"321004";"98";"5";"miasto";"stały";"Zespół Szkół im. Noblistów Polskich, ul. Za Bramką 8, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"800";"883";"297";"503";"1";"3";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"22";"6";"16";"0";"481";"296";"185"
"fe43-1b8f-31ea-a620-3085-9442-4a7b-d922";"321004";"98";"6";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy TPD, ul. Witolda Pileckiego 27, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"1119";"1218";"519";"600";"0";"4";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"30";"7";"23";"0";"570";"324";"246"
"ef52-bb9f-46aa-b16a-aeec-90f4-2726-3c28";"321004";"98";"7";"miasto";"stały";"Budynek przy ul. Pionierów 13 (byłe gimnazjum), ul. Pionierów 13, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"950";"1021";"466";"484";"1";"1";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"16";"2";"14";"0";"468";"274";"194"
"ed94-9d50-648d-5233-ab57-83db-3afe-4352";"321004";"98";"8";"miasto";"stały";"Przedszkole Publiczne nr 2 im. Misia Uszatka, Spokojna 12, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"777";"850";"247";"530";"1";"0";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"18";"1";"17";"0";"512";"335";"177"
"070e-41b1-a4fe-3456-773f-4640-169b-6327";"321004";"98";"9";"wieś";"stały";"Szkoła Podstawowa im. Jana Brzechwy, Nawrocko 11, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"830";"915";"459";"371";"0";"2";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"20";"2";"18";"0";"351";"165";"186"
"d7fd-3bb0-6afd-99be-580a-df7b-afae-a1ac";"321004";"98";"10";"wieś";"stały";"Miejska i Powiatowa Biblioteka Publiczna Filia w Golenicach, Golenice 45, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"960";"1054";"515";"445";"0";"1";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"10";"3";"7";"0";"435";"203";"232"
"785d-bd2a-63a8-3d37-670d-ec7a-070a-0259";"321004";"98";"11";"wieś";"stały";"Sala wiejska, Sulimierz, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"980";"1078";"474";"506";"1";"0";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"15";"3";"12";"0";"491";"219";"272"
"0491-5a02-44ed-c903-a346-0b42-25e6-75d2";"321004";"98";"12";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka, Kierzków 69, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"776";"816";"427";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"11";"10";"1";"0";"338";"143";"195"
"fdd6-29ba-173f-1fe2-b9f1-915f-b9d8-9fc4";"321004";"98";"13";"wieś";"stały";"Świetlica Wiejska, Sitno ul. Sportowa, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"870";"955";"474";"396";"0";"1";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"15";"1";"14";"0";"381";"206";"175"
"199d-ee1b-dd6b-fc7f-60f2-d399-6526-2893";"321004";"98";"14";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Janusza Kusocińskiego, Józefa Piłsudskiego 18, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"923";"1005";"491";"432";"0";"3";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"12";"4";"8";"0";"420";"226";"194"
"52dc-095c-1b3b-8f60-96e4-2c65-461c-47f2";"321004";"98";"15";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych im. S. Dariusa i S. Girenasa, Strzelecka 51, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"830";"909";"457";"373";"0";"4";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"14";"3";"11";"0";"359";"231";"128"
"a087-d156-2391-2ba8-3a55-a288-f5be-b9fc";"321004";"98";"16";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Celna 23, 74-300 Myślibórz";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"155";"158";"115";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"9";"1";"8";"0";"31";"12";"19"
"e959-9a6c-518a-701b-8224-9e0b-79c7-e3fe";"321005";"98";"1";"wieś";"stały";"Sala Wiejska, Plac Św. Floriana 8, 74-304 Nowogródek Pomorski";"gm. Nowogródek Pomorski";"myśliborski";"zachodniopomorskie";"990";"1078";"492";"498";"0";"5";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"19";"3";"16";"0";"479";"234";"245"
"0809-eb25-f999-0d15-e8e6-3e43-0ab2-6bfa";"321005";"98";"2";"wieś";"stały";"Budynek Szkoły Podstawowej, Gorzowska 9, 74-305 Karsko";"gm. Nowogródek Pomorski";"myśliborski";"zachodniopomorskie";"930";"1012";"526";"404";"0";"1";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"13";"3";"10";"0";"391";"252";"139"
"f577-3a4a-0aea-2cab-f214-eeba-fc67-cc4a";"321005";"98";"3";"wieś";"stały";"Sala Wiejska, Trzcinna 26, 74-304 Nowogródek Pomoprski";"gm. Nowogródek Pomorski";"myśliborski";"zachodniopomorskie";"500";"535";"259";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"11";"1";"10";"0";"230";"129";"101"
"c4d9-8588-3fb4-c6c3-96d9-733c-82bb-3fda";"321201";"98";"1";"wieś";"stały";"Sala konferencyjna Urzędu Gminy, ul. Niepokalanej 34, 74-202 Bielice";"gm. Bielice";"pyrzycki";"zachodniopomorskie";"1290";"1404";"640";"650";"4";"1";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"27";"8";"19";"0";"623";"265";"358"
"0cfe-28ab-01fd-1082-4471-8940-ecc5-26b9";"321201";"98";"2";"wieś";"stały";"Sala wiejska, Babin 43a, 74-202 Bielice";"gm. Bielice";"pyrzycki";"zachodniopomorskie";"900";"1006";"407";"493";"1";"2";"0";"0";"0";"0";"0";"0";"0";"493";"0";"1";"492";"19";"3";"16";"0";"473";"196";"277"
"391e-e761-5f20-6ba1-ae1f-5c02-f202-8213";"321202";"98";"1";"wieś";"stały";"Szkoła Podstawowa, Kozielice 73, 74-204 Kozielice";"gm. Kozielice";"pyrzycki";"zachodniopomorskie";"1200";"1298";"610";"590";"5";"1";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"34";"7";"27";"0";"556";"243";"313"
"1d98-737f-916c-5ee7-ef8b-1b31-6914-d868";"321202";"98";"2";"wieś";"stały";"Świetlica Wiejska, Tetyń 64, 74-205 Tetyń";"gm. Kozielice";"pyrzycki";"zachodniopomorskie";"650";"722";"286";"364";"0";"2";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"14";"6";"8";"0";"350";"133";"217"
"64f2-2d28-e459-c24e-460d-fb45-7529-6b8c";"321203";"98";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Okrzei 5, 74-240 Lipiany";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";"1470";"1601";"606";"864";"0";"5";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"27";"5";"22";"0";"837";"427";"410"
"cab1-f97e-cff0-9253-f0a9-fd34-1daa-48e8";"321203";"98";"2";"miasto";"stały";"Miejsko-Gminna Biblioteka Publiczna, ul. Szkolna 17, 74-240 Lipiany";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";"1120";"1217";"465";"655";"3";"1";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"22";"4";"18";"0";"632";"298";"334"
"dd41-359a-c133-4cfd-3270-04ee-1b62-860d";"321203";"98";"3";"wieś";"stały";"Świetlica, Batowo 23, 74-230 Mielęcin";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";"780";"849";"481";"299";"1";"3";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"11";"1";"10";"0";"288";"126";"162"
"699e-89d2-c344-feda-6d29-9775-b09e-8c60";"321203";"98";"4";"miasto";"stały";"Urząd Miejski, Plac Wolności 1, 74-240 Lipiany";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";"900";"970";"423";"477";"1";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"29";"5";"24";"0";"447";"256";"191"
"798b-157f-7b35-16e8-ffc6-7082-ceab-d399";"321204";"98";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Jesionowo 59, 74-210 Przelewice";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";"600";"653";"319";"281";"0";"2";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"8";"1";"7";"0";"273";"123";"150"
"0fda-851d-e2d7-4c67-9cce-f036-260b-4205";"321204";"98";"2";"wieś";"stały";"Świetlica wiejska, Rosiny 8, 74-210 Przelewice";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";"850";"933";"416";"434";"0";"1";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"24";"4";"20";"0";"408";"216";"192"
"dca0-9916-5c4e-8f96-f566-a09d-b7c1-3a0e";"321204";"98";"3";"wieś";"stały";"Gminne Centrum Kultury, Przelewice 53, 74-210 Przelewice";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";"1200";"1309";"552";"648";"0";"3";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"20";"6";"14";"0";"628";"309";"319"
