"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan AUGUSTYN";"Adam Stanisław SZEJNFELD";"Jolanta Małgorzata TURCZYNOWICZ-KIERYŁŁO"
"8bc8-7e1f-2a87-36e6-cf8b-53d4-8731-b5c0";"302801";"88";"12";"miasto";"zakład leczniczy";"Szpital Powiatowy, ul. Kościuszki 74, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"100";"77";"87";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"2";"0";"2";"0";"11";"2";"4";"5"
"d59f-5cdb-cf7a-9835-0d06-3957-3c2b-ce05";"302802";"88";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Damasławku, ul. Żnińska 9, 62-110 Damasławek";"gm. Damasławek";"wągrowiecki";"wielkopolskie";"1492";"1613";"494";"998";"1";"2";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"27";"10";"17";"0";"971";"129";"373";"469"
"9c0f-4db3-076e-e8ad-2e21-deb6-cae3-6cb9";"302802";"88";"2";"wieś";"stały";"Świetlica Wiejska w Międzylesiu, Międzylesie, 62-110 Damasławek";"gm. Damasławek";"wągrowiecki";"wielkopolskie";"467";"493";"223";"244";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"3";"1";"2";"0";"241";"25";"68";"148"
"6be5-07db-940e-cf3b-aa14-a29e-ff18-5eb7";"302802";"88";"3";"wieś";"stały";"Świetlica Wiejska w Niemczynie, Niemczyn, 62-110 Damasławek";"gm. Damasławek";"wągrowiecki";"wielkopolskie";"1335";"1468";"608";"727";"0";"2";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"23";"4";"19";"0";"704";"99";"253";"352"
"227f-f979-8998-7016-18a0-9e82-579b-49e0";"302802";"88";"4";"wieś";"stały";"Świetlica Wiejska w Mokronosach, Mokronosy, 62-110 Damasławek";"gm. Damasławek";"wągrowiecki";"wielkopolskie";"569";"600";"256";"313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"3";"0";"3";"0";"310";"26";"88";"196"
"96a6-128f-adde-ad22-01c3-c541-966b-f2c2";"302803";"88";"1";"miasto";"stały";"Przedszkole Publiczne, ul. Karola Libelta 1, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"1510";"1642";"629";"881";"1";"5";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"38";"18";"20";"0";"843";"155";"339";"349"
"340b-bd5e-e351-6f2f-ce6c-20b7-2bb2-da4d";"302803";"88";"2";"miasto";"stały";"Gołaniecki Ośrodek Kultury, ul. Dr Piotra Kowalika 1, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"1714";"1859";"674";"1040";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"32";"15";"17";"0";"1008";"173";"404";"431"
"f3e1-d1c0-9301-ee75-e1ef-0e65-3b9d-7cab";"302803";"88";"3";"miasto";"stały";"Zespół Szkół, ul. Walki Młodych 35, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"747";"830";"269";"478";"1";"0";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"8";"4";"4";"0";"470";"89";"130";"251"
"c5d0-f198-856b-fdcb-e29a-7db5-9144-8ceb";"302803";"88";"4";"wieś";"stały";"Świetlica Wiejska w Chojnie, Chojna 55, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"601";"665";"291";"310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"8";"4";"4";"0";"301";"58";"109";"134"
"8bed-9b7d-eab4-de60-b341-bee8-8a19-4f73";"302803";"88";"5";"wieś";"stały";"Świetlica Wiejska w Czesławicach, Czesławice 20, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"411";"442";"183";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"4";"0";"4";"0";"224";"32";"83";"109"
"5b1b-28a2-0dec-396d-0a3e-9237-fa37-f595";"302803";"88";"6";"wieś";"stały";"Szkoła Podstawowa w Panigrodzu, Panigródz 24, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"411";"457";"172";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"10";"2";"8";"0";"229";"54";"63";"112"
"6bd1-4d5c-23b5-1eb8-fd9e-9db4-f1c3-cb3e";"302803";"88";"7";"wieś";"stały";"Świetlica Wiejska w Czeszewie, Czeszewo 58, 62-130 Gołańcz";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"330";"364";"123";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"6";"1";"5";"0";"201";"39";"84";"78"
"b578-5da7-35ad-a87c-5815-cc35-8cac-bd47";"302804";"88";"1";"wieś";"stały";"Sala Widowiskowa Domu Kultury w Mieścisku, ul. Kościuszki 11, 62-290 Mieścisko";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"1803";"1974";"597";"1206";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1206";"0";"1";"1205";"27";"8";"19";"0";"1178";"191";"514";"473"
"68e8-f708-bfc5-53e4-7ea7-e5b5-01d5-bdd2";"302804";"88";"2";"wieś";"stały";"Świetlica Wiejska, Kłodzin 28, 62-290 Mieścisko";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"298";"321";"123";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"6";"0";"6";"0";"169";"19";"42";"108"
"5bdd-c318-85f6-15d2-80f2-b382-f380-d694";"302804";"88";"3";"wieś";"stały";"Dom Kultury, Popowo Kościelne 27, 62-285 Popowo Kościelne";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"1139";"1254";"448";"691";"0";"1";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"26";"4";"22";"0";"665";"118";"246";"301"
"ddf3-4377-4cd2-5a04-5fdf-d65c-eb94-419c";"302804";"88";"4";"wieś";"stały";"Świetlica Wiejska, Żabiczyn 28, 62-290 Mieścisko";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"220";"240";"122";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"1";"0";"1";"0";"97";"11";"35";"51"
"5b16-86f2-c3f3-f978-72a7-b113-7b23-13cd";"302804";"88";"5";"wieś";"stały";"Gminna Biblioteka Publiczna w Mieścisku, ul. Kościuszki 11, 62-290 Mieścisko";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"783";"854";"415";"368";"0";"2";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"9";"0";"9";"0";"359";"63";"109";"187"
"0dfb-60ac-1045-cd5b-a045-fec6-b85e-2468";"302805";"88";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Poznańska 2, 62-085 Skoki";"gm. Skoki";"wągrowiecki";"wielkopolskie";"806";"898";"220";"586";"1";"6";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"9";"2";"7";"0";"577";"99";"304";"174"
"fed4-0b34-c0f9-007f-97c4-f336-2fd1-055d";"302805";"88";"2";"miasto";"stały";"Przedszkole Samorządowe, ul. Henryka Sienkiewicza 19, 62-085 Skoki";"gm. Skoki";"wągrowiecki";"wielkopolskie";"931";"1061";"222";"709";"0";"3";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"13";"3";"10";"0";"696";"93";"380";"223"
"2b07-8c18-7f66-7dd7-dec4-2911-4329-1acc";"302805";"88";"3";"miasto";"stały";"Przedszkole Samorządowe, ul. Henryka Sienkiewicza 19, 62-085 Skoki";"gm. Skoki";"wągrowiecki";"wielkopolskie";"1281";"1431";"389";"892";"0";"3";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"6";"1";"5";"0";"886";"99";"506";"281"
"08f5-e8a0-5c7c-cbb0-744d-a0b0-58b9-2155";"302805";"88";"4";"wieś";"stały";"Świetlica Wiejska, Kakulin 17A, 62-285 Kakulin";"gm. Skoki";"wągrowiecki";"wielkopolskie";"555";"619";"277";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"3";"1";"2";"0";"275";"34";"92";"149"
"d92e-5a1a-9cd9-b6f9-1c7f-349d-7dec-7f68";"302805";"88";"5";"wieś";"stały";"Świetlica Wiejska, Bliżyce 28A, 62-085 Bliżyce";"gm. Skoki";"wągrowiecki";"wielkopolskie";"405";"456";"237";"168";"0";"1";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"5";"5";"0";"0";"163";"33";"56";"74"
"775d-9b88-369c-c0cd-b85c-25cf-c852-7539";"302805";"88";"6";"wieś";"stały";"Świetlica Wiejska, Rejowiec 34, 62-093 Rejowiec";"gm. Skoki";"wągrowiecki";"wielkopolskie";"1039";"1177";"428";"611";"2";"8";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"9";"1";"8";"0";"602";"83";"281";"238"
"0674-0c42-c0e4-37a8-60da-5619-f14d-846c";"302805";"88";"7";"wieś";"stały";"Świetlica Wiejska, ul. Skocka 45, 62-085 Potrzanowo";"gm. Skoki";"wągrowiecki";"wielkopolskie";"620";"699";"216";"404";"0";"7";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"6";"1";"5";"0";"398";"65";"187";"146"
"1065-1f93-3d06-21fe-6b05-a22b-fd55-0497";"302805";"88";"8";"wieś";"stały";"Szkoła Podstawowa, Lechlin 9, 62-085 Lechlin";"gm. Skoki";"wągrowiecki";"wielkopolskie";"933";"1035";"433";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"16";"2";"14";"0";"484";"66";"212";"206"
"5b99-b196-dc3c-4ad1-723f-85b3-247a-fc22";"302805";"88";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej Mateusz Kozłowski, Jabłkowo 19, 62-285 Jabłkowo";"gm. Skoki";"wągrowiecki";"wielkopolskie";"25";"21";"9";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"1";"7";"8"
"226f-3cc3-27ce-cfe3-29b1-62e2-c17c-6ade";"302806";"88";"1";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, Pl. Mickiewicza 2, 62-120 Wapno";"gm. Wapno";"wągrowiecki";"wielkopolskie";"1529";"1677";"686";"843";"0";"2";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"26";"7";"19";"0";"817";"191";"326";"300"
"35a7-9889-fbee-f392-2a7a-c4c0-ee63-bcad";"302806";"88";"2";"wieś";"stały";"Dom Pomocy Społecznej, Srebrna Góra 62, 62-120 Wapno";"gm. Wapno";"wągrowiecki";"wielkopolskie";"604";"657";"280";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"4";"1";"3";"0";"320";"58";"109";"153"
"8e8c-4f69-c458-3d0d-6920-af15-c88e-9f14";"302807";"88";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej, ul. Kolejowa 14, 62-100 Wągrowiec";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1806";"2084";"687";"1119";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"20";"3";"17";"0";"1099";"217";"497";"385"
"b1e7-b85f-cba5-2a26-139e-1c41-46ea-17df";"302807";"88";"2";"wieś";"stały";"Świetlica Wiejska, Łaziska 51, 62-100 Wągrowiec";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"725";"802";"216";"509";"0";"1";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"15";"4";"11";"0";"494";"92";"215";"187"
"27e5-c716-9928-e98d-32b3-7f8d-a6da-888d";"302807";"88";"3";"wieś";"stały";"Świetlica Wiejska, Sienno 26b, 62-100 Wągrowiec";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1044";"1166";"431";"613";"0";"0";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"18";"5";"13";"0";"595";"96";"257";"242"
"e0f9-1a51-369d-5aa8-697b-3759-4842-2f90";"302807";"88";"4";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Staszica, Żelice 14A, 62-113 Żelice";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1445";"1602";"750";"695";"0";"3";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"17";"1";"16";"0";"678";"104";"224";"350"
"bfbd-274d-10cf-2629-fd1f-7a57-61a9-fa20";"302807";"88";"5";"wieś";"stały";"Przedszkole, Pawłowo Żońskie 52a, 62-104 Pawłowo Żońskie";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1116";"1236";"457";"659";"0";"3";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"25";"3";"22";"0";"634";"122";"212";"300"
"0a8a-57ca-f9b4-b257-6154-61eb-a4e6-b7a8";"302807";"88";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łeknie, ul. Pocztowa 7, 62-105 Łekno";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1733";"1858";"702";"1031";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"26";"10";"16";"0";"1005";"205";"358";"442"
"3692-21dc-0b6d-5c76-33ee-9cd2-caf5-e21e";"302807";"88";"7";"wieś";"stały";"Świetlica Wiejska, Rąbczyn 68, 62-106 Rąbczyn";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"521";"577";"249";"272";"1";"7";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"6";"3";"3";"0";"266";"42";"108";"116"
"896a-6d1d-522a-feee-7da9-354a-391f-40b1";"303101";"88";"1";"miasto";"stały";"Klub ""Ziemowit"", ul. Boh. Westerplatte 12, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1755";"1915";"552";"1203";"3";"8";"1";"1";"0";"0";"0";"0";"1";"1203";"1";"0";"1203";"26";"11";"15";"0";"1177";"222";"564";"391"
"c76e-78d6-f7cb-fcec-61a2-baae-0ecc-6c29";"303101";"88";"2";"miasto";"stały";"Sala Centrum Kształcenia Zawodowego i Ustawicznego w Złotowie, ul. Norwida 10, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1664";"1737";"584";"1080";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"25";"9";"16";"0";"1055";"231";"474";"350"
"00e6-f4a0-c3b8-336e-cc8d-9dad-b152-9175";"303101";"88";"3";"miasto";"stały";"Sala Zespołu Szkół Katolickich, ul. Moniuszki 18, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1807";"1971";"631";"1176";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"22";"5";"17";"0";"1154";"215";"534";"405"
"fed7-e819-0f98-f787-855f-cd29-7258-4eaf";"303101";"88";"4";"miasto";"stały";"Złotowskie Centrum Aktywności Społecznej, al. Piasta 26, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1537";"1683";"528";"1009";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"15";"5";"10";"0";"994";"179";"439";"376"
"0034-ce23-97bf-1696-adfe-514e-f2c7-b0fe";"303101";"88";"5";"miasto";"stały";"Sala Sesyjna Urzędu Miejskiego w Złotowie, al. Piasta 1, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1537";"1687";"604";"933";"1";"7";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"24";"6";"18";"0";"909";"150";"403";"356"
"2e96-24e3-ad17-4963-491c-bb47-8a7a-9088";"303101";"88";"6";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Złotowie, ul. Królowej Jadwigi 54, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1701";"1838";"581";"1120";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"23";"11";"12";"0";"1097";"217";"540";"340"
"0ce2-6545-be09-408d-adab-952c-e7e5-a90d";"303101";"88";"7";"miasto";"stały";"Sala Przedszkola Publicznego Nr 2, ul. 8 Marca 18, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"2078";"2292";"587";"1491";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"22";"5";"17";"0";"1469";"262";"763";"444"
"dcee-15cc-3704-ef7f-bad5-60a6-c07c-2982";"303101";"88";"8";"miasto";"stały";"Sala Szkoły Podstawowej Nr 2 w Złotowie, ul. 8 Marca 16, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"1032";"1091";"408";"624";"0";"10";"1";"1";"0";"0";"0";"0";"1";"625";"1";"0";"625";"13";"2";"11";"0";"612";"89";"294";"229"
"e4d0-a600-7f93-700f-a994-e7ce-c919-43c2";"303101";"88";"9";"miasto";"zakład leczniczy";"Biuro Dyrekcji Szpitala Powiatowego, ul. Szpitalna 28, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"199";"119";"147";"52";"0";"4";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"2";"0";"2";"0";"50";"7";"24";"19"
"506c-5b46-1d90-ba6b-6782-c2b5-f87d-7556";"303101";"88";"10";"miasto";"areszt śledczy";"Biuro Psychologa w Zakładzie Karnym w Czarnem Oddział Zewnętrzny, pl. Kościuszki 3, 77-400 Złotów";"m. Złotów";"złotowski";"wielkopolskie";"217";"143";"122";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"6";"3";"3";"0";"89";"24";"44";"21"
"3deb-ea23-876d-a104-8642-00e5-9377-c62f";"303102";"88";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 w Jastrowiu, ul. Kilińszczaków 18, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"1428";"1573";"568";"860";"2";"6";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"27";"1";"26";"0";"833";"134";"372";"327"
"96ce-3155-9fb0-1b2f-caf1-f4bb-3332-e5a8";"303102";"88";"2";"miasto";"stały";"Miejska Biblioteka Publiczna w Jastrowiu, ul. Wojska Polskiego 11, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"1548";"1653";"815";"733";"1";"6";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"21";"4";"17";"0";"712";"118";"287";"307"
"fcba-a8c9-6543-5c9c-2a04-4dfe-d23e-180c";"303102";"88";"3";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Jastrowiu, ul. Wojska Polskiego 25, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"1864";"2049";"695";"1169";"3";"7";"1";"1";"0";"0";"0";"0";"1";"1170";"1";"0";"1170";"31";"7";"24";"0";"1139";"185";"534";"420"
"2528-edd8-c3ff-d263-5f51-25f5-caf6-ddca";"303102";"88";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej w Jastrowiu, ul. Poznańska 19, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"1099";"1212";"547";"552";"0";"8";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"12";"0";"12";"0";"540";"94";"226";"220"
"cfa1-0f1f-60ac-3fb3-2182-d97e-107a-ee55";"303102";"88";"5";"wieś";"stały";"Szkoła Podstawowa w Brzeźnicy, Brzeźnica 61, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"929";"1009";"506";"423";"1";"1";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"11";"3";"8";"0";"412";"68";"172";"172"
"64d4-c6cf-b9a0-ed85-0544-d63a-154d-5b29";"303102";"88";"6";"wieś";"stały";"Wiejski Dom Kultury w Sypniewie, Sypniewo ul. Mickiewicza 43, 64-915 Jastrowie";"gm. Jastrowie";"złotowski";"wielkopolskie";"1118";"1235";"555";"563";"0";"6";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"17";"2";"15";"0";"546";"64";"206";"276"
"a26e-2735-a649-b08a-32f3-efce-5586-ab85";"303103";"88";"1";"miasto";"stały";"Krajeński Ośrodek Kultury w Krajence, ul. Rynek 1, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"1236";"1312";"496";"740";"2";"5";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"21";"6";"15";"0";"719";"152";"303";"264"
"19d2-3a59-d9dc-612e-df09-1807-cc3d-29fa";"303103";"88";"2";"miasto";"stały";"Warsztat Terapii Zajęciowej w Krajence, ul. Bydgoska 3, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"606";"631";"247";"359";"0";"1";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"9";"2";"7";"0";"350";"64";"137";"149"
"ece0-5a45-e8e8-cfc2-d280-4de0-54e7-de22";"303103";"88";"3";"miasto";"stały";"Dom Strażaka w Krajence, ul. Floriańska 6, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"1415";"1554";"503";"912";"2";"10";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"28";"8";"20";"0";"884";"153";"333";"398"
"ee9f-1fb5-0d17-f42c-37d1-af4d-2eec-1139";"303103";"88";"4";"wieś";"stały";"Szkoła Podstawowa w Głubczynie, Głubczyn 23, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"509";"552";"177";"332";"0";"4";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"11";"3";"8";"0";"321";"63";"124";"134"
"ba03-146e-bd5f-b41f-850f-7756-5a43-ec90";"303103";"88";"5";"wieś";"stały";"Szkoła Podstawowa w Śmiardowie Kraj., Śmiardowo Krajeńskie 68, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"340";"375";"181";"159";"0";"1";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"5";"0";"5";"0";"154";"30";"44";"80"
"4d0b-58bf-7f47-c120-84e8-df31-0090-a55b";"303103";"88";"6";"wieś";"stały";"Szkoła Podstawowa w Podróżnej, Podróżna 50, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"329";"363";"119";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"9";"3";"6";"0";"201";"38";"66";"97"
"f2d7-9fd0-3a0d-0f55-2432-6aa8-e3e6-3bab";"303103";"88";"7";"wieś";"stały";"Szkoła Podstawowa w Dolniku, Dolnik 13, 77-430 Krajenka";"gm. Krajenka";"złotowski";"wielkopolskie";"410";"438";"205";"205";"0";"1";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"2";"0";"2";"0";"203";"61";"77";"65"
"ce6f-00e3-3dd6-32c7-f408-3ac4-4412-69d5";"303103";"88";"8";"wieś";"stały";"Szkoła Podstawowa w Skórce, ul. Złotowska 4, 64-917 Skórka";"gm. Krajenka";"złotowski";"wielkopolskie";"518";"564";"131";"387";"0";"3";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"16";"5";"11";"0";"371";"87";"186";"98"
"5cc5-977d-0f75-ba97-7251-de29-1518-4eb3";"303104";"88";"1";"wieś";"stały";"Wiejski Dom Kultury, Wielki Buczek 1A, 77-420 Lipka";"gm. Lipka";"złotowski";"wielkopolskie";"490";"545";"212";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"4";"1";"3";"0";"274";"48";"101";"125"
"17eb-6eb7-d886-ec5e-a007-5c36-6aad-60a2";"303104";"88";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. IV Dywizji Piechoty 2, 77-420 Lipka";"gm. Lipka";"złotowski";"wielkopolskie";"1355";"1512";"695";"660";"0";"2";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"13";"5";"8";"0";"647";"152";"228";"267"
"0c76-87ba-83f7-e663-3774-d19a-7d57-d350";"303104";"88";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. IV Dywizji Piechoty 2, 77-420 Lipka";"gm. Lipka";"złotowski";"wielkopolskie";"1200";"1298";"477";"723";"2";"3";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"16";"4";"12";"0";"707";"176";"273";"258"
"68a7-158d-d7e0-b7be-7735-220f-9240-30c7";"303104";"88";"4";"wieś";"stały";"Zespół Szkół, Łąkie 89, 77-420 Lipka";"gm. Lipka";"złotowski";"wielkopolskie";"854";"937";"430";"424";"0";"3";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"12";"1";"11";"0";"412";"58";"137";"217"
"d847-6789-d538-f069-0bae-7ad8-0021-431e";"303105";"88";"1";"miasto";"stały";"Szkoła Podstawowa w Okonku, ul. Niepodległości 23, 64-965 Okonek";"gm. Okonek";"złotowski";"wielkopolskie";"1109";"1188";"496";"613";"1";"4";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"18";"6";"12";"0";"595";"87";"265";"243"
"8406-9be7-8f55-2b71-113d-6ba3-bac8-2ddd";"303105";"88";"2";"miasto";"stały";"Szkoła Podstawowa w Okonku, ul. Niepodległości 23, 64-965 Okonek";"gm. Okonek";"złotowski";"wielkopolskie";"1611";"1741";"670";"941";"1";"8";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"33";"7";"26";"0";"908";"157";"404";"347"
"cf3c-edc8-f1dd-acb6-05f9-8bf5-eb9d-ab28";"303105";"88";"3";"wieś";"stały";"Szkoła Podstawowa w Okonku, ul. Niepodległości 24, 64-965 Okonek";"gm. Okonek";"złotowski";"wielkopolskie";"421";"452";"222";"199";"0";"3";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"2";"1";"1";"0";"197";"30";"53";"114"
