"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"0f26-384f-baf4-dbb6-7cb3-5da7-0449-8d50";"240203";"27";"1";"wieś";"stały";"Urząd Gminy (Biblioteka), ul. Lipowska 730, 43-374 Buczkowice";"gm. Buczkowice";"bielski";"śląskie";"1600";"1744";"479";"1121";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"8";"5";"3";"0";"1113";"119";"85";"6";"2";"4";"3";"0";"0";"3";"2";"2";"0";"0";"2";"0";"0";"4";"0";"6";"536";"277";"103";"7";"63";"15";"4";"2";"10";"6";"13";"2";"11";"2";"6";"2";"2";"7";"4";"120";"84";"8";"2";"2";"2";"2";"5";"1";"0";"4";"1";"2";"2";"1";"0";"0";"1";"3";"84";"42";"2";"7";"3";"1";"3";"14";"2";"1";"4";"1";"1";"1";"0";"0";"1";"1";"254";"180";"36";"13";"1";"5";"4";"4";"4";"0";"0";"0";"1";"0";"0";"2";"0";"1";"3"
"02a5-9b69-2ba2-dabb-d273-18df-240e-475d";"240203";"27";"2";"wieś";"stały";"Urząd Gminy (Sala Posiedzeń), ul. Lipowska 730, 43-374 Buczkowice";"gm. Buczkowice";"bielski";"śląskie";"1601";"1716";"479";"1122";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"0";"1122";"11";"5";"6";"0";"1111";"123";"103";"4";"1";"1";"1";"0";"0";"0";"0";"3";"0";"2";"0";"0";"2";"2";"0";"4";"481";"233";"82";"8";"79";"34";"2";"2";"6";"5";"6";"2";"8";"0";"3";"0";"4";"3";"4";"129";"72";"18";"2";"2";"2";"3";"12";"2";"0";"0";"6";"4";"3";"1";"0";"0";"0";"2";"90";"47";"6";"3";"2";"4";"2";"13";"3";"1";"2";"2";"2";"0";"0";"0";"0";"3";"288";"159";"38";"39";"4";"3";"8";"11";"5";"3";"0";"3";"6";"1";"1";"2";"0";"3";"2"
"bbc9-86c8-c38d-a4d1-427e-833f-37c3-ab14";"240203";"27";"3";"wieś";"stały";"Szkoła Podstawowa (Świetlica), ul. Beskidzka 108, 43-378 Rybarzowice";"gm. Buczkowice";"bielski";"śląskie";"1047";"1150";"264";"783";"2";"5";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"7";"3";"4";"0";"775";"137";"129";"3";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"457";"199";"91";"9";"99";"14";"3";"3";"4";"0";"11";"1";"12";"0";"1";"1";"2";"1";"6";"49";"27";"5";"2";"2";"1";"0";"3";"0";"0";"1";"2";"2";"0";"0";"3";"1";"0";"0";"40";"20";"0";"2";"4";"0";"1";"7";"0";"0";"1";"2";"0";"1";"0";"0";"1";"1";"92";"61";"10";"14";"0";"3";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"0acb-07b5-50d5-279d-d21a-fc42-7830-2b1b";"240203";"27";"4";"wieś";"stały";"Szkoła Podstawowa (Sala Lekcyjna Nr 3), ul. Beskidzka 108, 43-378 Rybarzowice";"gm. Buczkowice";"bielski";"śląskie";"1453";"1547";"492";"961";"0";"6";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"12";"11";"1";"0";"949";"235";"215";"5";"3";"1";"0";"0";"0";"0";"2";"1";"6";"0";"1";"0";"0";"0";"1";"0";"461";"219";"79";"24";"71";"19";"2";"1";"2";"2";"24";"0";"7";"1";"1";"1";"2";"1";"5";"59";"34";"9";"1";"1";"2";"1";"5";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"46";"22";"0";"1";"5";"0";"2";"4";"0";"0";"1";"3";"1";"0";"2";"0";"1";"4";"148";"92";"19";"15";"0";"1";"2";"4";"1";"3";"1";"5";"3";"0";"0";"0";"0";"2";"0"
"558e-a1e0-f14c-8999-e704-2169-2f0a-f85d";"240203";"27";"5";"wieś";"stały";"Szkoła Podstawowa (Świetlica), ul. Beskidzka 29, 43-376 Godziszka";"gm. Buczkowice";"bielski";"śląskie";"1698";"1840";"540";"1158";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"25";"14";"11";"0";"1133";"139";"94";"9";"3";"4";"3";"3";"7";"2";"1";"3";"1";"2";"1";"3";"0";"0";"1";"2";"575";"254";"114";"12";"72";"30";"1";"5";"12";"4";"25";"2";"15";"1";"10";"3";"1";"3";"11";"118";"56";"17";"2";"6";"4";"1";"6";"1";"0";"3";"12";"6";"0";"3";"1";"0";"0";"0";"91";"41";"4";"3";"4";"5";"1";"14";"4";"2";"2";"0";"2";"0";"1";"2";"2";"4";"210";"128";"32";"22";"3";"8";"2";"2";"1";"1";"1";"2";"3";"1";"1";"0";"0";"1";"2"
"0b4c-9ac2-6f47-2de1-7c8c-f6dd-421e-a2c8";"240203";"27";"6";"wieś";"stały";"Szkoła Podstawowa (Sala Lekcyjna Nr 1), Kalna ul. Widokowa 59, 43-376 Godziszka";"gm. Buczkowice";"bielski";"śląskie";"651";"721";"166";"485";"0";"4";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"6";"2";"4";"0";"479";"38";"29";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"2";"0";"0";"305";"160";"39";"7";"52";"6";"3";"2";"13";"1";"6";"4";"4";"1";"0";"1";"1";"2";"3";"35";"19";"1";"2";"2";"3";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"4";"0";"0";"30";"20";"3";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"71";"42";"10";"1";"0";"3";"0";"4";"2";"3";"0";"0";"0";"2";"0";"0";"0";"1";"3"
"6638-f7a3-e3d7-cfa4-2d66-309d-f520-71be";"240204";"27";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, Polna 33, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1743";"1883";"464";"1279";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1279";"0";"0";"1279";"13";"8";"5";"0";"1266";"90";"28";"5";"3";"25";"6";"1";"4";"1";"1";"3";"2";"1";"4";"1";"0";"2";"0";"3";"487";"191";"142";"7";"15";"22";"5";"3";"10";"50";"11";"1";"9";"4";"6";"4";"1";"4";"2";"193";"120";"21";"9";"2";"2";"5";"10";"1";"2";"3";"1";"4";"0";"8";"1";"1";"0";"3";"102";"23";"41";"1";"4";"2";"1";"5";"4";"5";"2";"2";"0";"2";"0";"3";"3";"4";"394";"199";"73";"32";"1";"22";"7";"7";"1";"5";"0";"5";"16";"0";"5";"1";"1";"0";"19"
"7ec0-f524-0ea3-4050-5e11-453d-1667-e905";"240204";"27";"2";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Węglowa 54, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1448";"1577";"413";"1035";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"10";"8";"2";"0";"1024";"73";"20";"4";"1";"39";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"429";"203";"97";"4";"17";"17";"4";"4";"18";"25";"6";"1";"9";"6";"3";"1";"2";"7";"5";"140";"73";"6";"7";"8";"2";"1";"11";"3";"0";"11";"0";"1";"2";"10";"2";"1";"1";"1";"87";"33";"32";"2";"3";"3";"1";"6";"2";"2";"1";"1";"0";"0";"0";"0";"0";"1";"295";"152";"60";"27";"4";"17";"2";"4";"2";"2";"0";"1";"6";"1";"4";"1";"1";"2";"9"
"87b7-e1b2-210a-6782-545a-3824-832b-dd62";"240204";"27";"3";"miasto";"stały";"Zespół Szkół Specjalnych nr 4, Nad Białką 1e, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1647";"1767";"644";"1003";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1003";"0";"0";"1003";"10";"7";"3";"0";"993";"87";"21";"6";"6";"25";"4";"2";"4";"1";"1";"2";"2";"0";"0";"0";"1";"8";"1";"3";"400";"154";"84";"4";"25";"22";"4";"3";"14";"46";"9";"1";"8";"3";"7";"5";"2";"6";"3";"131";"64";"6";"6";"6";"1";"2";"15";"3";"1";"8";"0";"5";"1";"12";"0";"1";"0";"0";"87";"33";"22";"4";"4";"4";"0";"3";"0";"8";"1";"1";"3";"0";"0";"0";"1";"3";"288";"180";"39";"24";"1";"12";"5";"4";"2";"0";"0";"3";"10";"0";"0";"2";"0";"0";"6"
"1469-ae9a-b24e-5d79-3e0d-3a4c-2cab-813e";"240204";"27";"4";"miasto";"stały";"Zespół Szkół Technicznych i Licealnych, ul. Romualda Traugutta 11, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1648";"1786";"379";"1269";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1269";"0";"0";"1269";"7";"3";"4";"0";"1262";"94";"24";"1";"14";"31";"1";"2";"2";"0";"0";"3";"0";"2";"4";"2";"0";"6";"0";"2";"463";"210";"108";"4";"30";"13";"8";"4";"17";"35";"10";"1";"7";"2";"1";"0";"0";"5";"8";"196";"98";"24";"12";"9";"1";"3";"12";"3";"2";"5";"1";"5";"0";"12";"1";"2";"1";"5";"112";"40";"34";"4";"1";"4";"2";"8";"0";"4";"4";"3";"1";"1";"0";"1";"5";"0";"397";"236";"56";"36";"4";"26";"3";"8";"0";"3";"1";"1";"9";"0";"1";"0";"0";"5";"8"
"5c25-997b-cbe7-5575-4b66-6419-66d2-8a75";"240204";"27";"5";"miasto";"stały";"Zespół Szkół Technicznych i Licealnych, ul. Romualda Traugutta 11, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1598";"1705";"420";"1178";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1177";"0";"0";"1177";"5";"1";"4";"0";"1172";"77";"27";"1";"7";"32";"0";"0";"2";"1";"0";"0";"0";"0";"1";"1";"0";"2";"1";"2";"462";"186";"90";"7";"29";"18";"4";"4";"18";"65";"10";"0";"7";"3";"6";"2";"1";"9";"3";"187";"99";"20";"8";"11";"2";"3";"9";"4";"1";"3";"4";"5";"0";"14";"3";"0";"0";"1";"93";"40";"33";"3";"1";"2";"2";"2";"0";"5";"0";"2";"0";"1";"0";"0";"1";"1";"353";"197";"41";"37";"1";"24";"1";"3";"2";"4";"1";"3";"15";"1";"2";"0";"0";"4";"17"
"2245-111a-0c3b-4327-5817-32f4-90f0-ad5c";"240204";"27";"6";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Szkolna 6, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1663";"1736";"454";"1209";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"12";"6";"6";"0";"1197";"89";"23";"4";"3";"34";"2";"0";"1";"2";"1";"2";"1";"0";"2";"0";"2";"6";"2";"4";"420";"185";"89";"7";"19";"9";"7";"1";"19";"31";"12";"3";"11";"5";"4";"2";"2";"5";"9";"200";"123";"8";"15";"9";"2";"3";"11";"0";"0";"6";"1";"3";"0";"11";"1";"3";"2";"2";"91";"31";"27";"1";"2";"4";"2";"7";"1";"10";"0";"1";"1";"1";"1";"0";"1";"1";"397";"224";"47";"34";"1";"32";"8";"7";"2";"1";"1";"1";"10";"1";"1";"0";"1";"2";"24"
"48cf-97b6-808d-2ed2-facd-87ea-3ef3-3a26";"240204";"27";"7";"miasto";"stały";"Strażnica OSP ""Dziedzice"", ul. Strażacka 1, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"903";"950";"303";"600";"1";"1";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"7";"6";"1";"0";"593";"54";"29";"0";"1";"15";"1";"0";"1";"2";"0";"1";"0";"2";"0";"0";"0";"2";"0";"0";"224";"104";"60";"7";"15";"0";"0";"3";"6";"12";"3";"0";"2";"2";"2";"3";"1";"1";"3";"84";"38";"6";"6";"2";"0";"2";"3";"3";"1";"4";"1";"2";"0";"9";"0";"2";"0";"5";"58";"32";"11";"0";"2";"0";"1";"0";"3";"1";"1";"0";"0";"0";"0";"3";"2";"2";"173";"94";"17";"9";"3";"23";"4";"3";"3";"2";"1";"2";"7";"0";"1";"0";"0";"0";"4"
"d4d4-cbc6-0cad-837d-e5a6-5a31-9a17-d646";"240204";"27";"8";"miasto";"stały";"Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Marii Konopnickiej 9, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1800";"1931";"587";"1213";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1213";"0";"0";"1213";"10";"10";"0";"0";"1203";"84";"34";"1";"6";"19";"2";"2";"6";"0";"2";"0";"0";"4";"1";"0";"1";"4";"0";"2";"482";"222";"119";"5";"12";"15";"10";"2";"11";"46";"8";"1";"7";"2";"5";"1";"0";"7";"9";"181";"92";"14";"11";"6";"0";"3";"12";"4";"1";"3";"4";"2";"4";"18";"0";"1";"3";"3";"105";"51";"18";"1";"3";"2";"1";"7";"2";"6";"1";"4";"3";"1";"1";"0";"2";"2";"351";"204";"48";"34";"1";"12";"9";"1";"0";"5";"2";"3";"19";"1";"3";"0";"0";"4";"5"
"70a0-6b64-25a8-2114-9df1-7872-5976-7a0b";"240204";"27";"9";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Klasztorna 21, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1750";"1869";"461";"1289";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1289";"0";"0";"1289";"6";"4";"2";"0";"1283";"91";"37";"4";"1";"27";"1";"2";"4";"1";"2";"4";"0";"0";"0";"0";"2";"3";"0";"3";"492";"199";"109";"13";"21";"17";"14";"6";"7";"67";"3";"2";"12";"6";"4";"3";"0";"3";"6";"150";"75";"16";"10";"4";"1";"3";"10";"0";"2";"3";"0";"3";"0";"15";"2";"0";"1";"5";"127";"62";"26";"4";"2";"4";"2";"7";"4";"9";"2";"1";"1";"0";"1";"0";"0";"2";"423";"266";"66";"30";"1";"7";"7";"4";"1";"3";"0";"2";"19";"0";"2";"1";"1";"3";"10"
"ba50-b170-3bf2-b728-9a16-3804-b9a3-e966";"240204";"27";"10";"miasto";"stały";"Strażnica OSP ""Czechowice"", ul. Norberta Barlickiego 24, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1750";"1860";"589";"1161";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"6";"4";"2";"0";"1155";"74";"26";"1";"1";"23";"1";"0";"1";"2";"2";"6";"1";"0";"0";"0";"4";"1";"1";"4";"434";"195";"97";"5";"19";"9";"7";"2";"7";"50";"10";"0";"9";"5";"4";"2";"2";"3";"8";"155";"65";"23";"8";"2";"2";"0";"9";"5";"2";"0";"3";"7";"2";"14";"5";"4";"2";"2";"126";"58";"18";"1";"4";"3";"3";"17";"1";"6";"3";"1";"1";"1";"2";"2";"1";"4";"366";"211";"54";"30";"2";"15";"10";"5";"2";"2";"0";"3";"13";"1";"0";"0";"2";"3";"13"
"a9b5-d4c8-bf71-7fc7-71c8-b4b5-a36d-dd53";"240204";"27";"11";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Studencka 2, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1499";"1604";"571";"928";"6";"4";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"9";"1";"8";"0";"919";"69";"24";"3";"2";"18";"4";"2";"0";"4";"1";"3";"0";"0";"0";"3";"1";"2";"1";"1";"358";"151";"83";"9";"12";"14";"6";"7";"7";"29";"6";"3";"7";"5";"5";"2";"1";"10";"1";"144";"79";"13";"8";"6";"0";"2";"12";"4";"0";"1";"5";"3";"1";"4";"1";"1";"1";"3";"74";"29";"11";"3";"2";"5";"0";"8";"5";"6";"0";"0";"0";"2";"0";"0";"1";"2";"274";"161";"26";"27";"8";"8";"3";"6";"4";"1";"1";"2";"9";"2";"0";"0";"0";"4";"12"
"eb7c-4744-f4a7-57c5-f97a-0b13-a02e-8458";"240204";"27";"12";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Ignacego Łukasiewicza 37, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1299";"1452";"394";"905";"0";"7";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"7";"4";"3";"0";"898";"68";"15";"4";"6";"21";"4";"1";"1";"3";"0";"0";"1";"1";"4";"0";"1";"2";"1";"3";"370";"174";"100";"4";"23";"6";"1";"1";"11";"22";"5";"3";"6";"3";"2";"0";"2";"3";"4";"113";"73";"10";"4";"1";"1";"0";"1";"2";"1";"0";"1";"2";"0";"15";"1";"0";"0";"1";"81";"31";"12";"3";"3";"2";"1";"6";"3";"8";"1";"2";"2";"0";"0";"0";"3";"4";"266";"164";"19";"28";"8";"7";"8";"11";"0";"0";"0";"2";"7";"0";"1";"1";"1";"2";"7"
"7097-6183-0921-66c0-4ddc-7a5e-6c9c-3026";"240204";"27";"13";"miasto";"stały";"Przedszkole Publiczne nr 3, ul. Junacka 2, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1298";"1389";"395";"903";"2";"0";"1";"1";"0";"0";"0";"0";"1";"904";"1";"0";"904";"6";"1";"5";"0";"898";"53";"18";"0";"1";"19";"4";"0";"1";"0";"0";"1";"1";"2";"1";"0";"1";"1";"2";"1";"415";"165";"110";"4";"28";"10";"5";"1";"15";"30";"10";"3";"21";"1";"2";"1";"2";"1";"6";"89";"57";"8";"6";"0";"1";"1";"6";"1";"0";"2";"1";"2";"0";"2";"1";"0";"1";"0";"80";"38";"8";"2";"5";"4";"0";"5";"0";"7";"1";"5";"0";"0";"0";"1";"2";"2";"261";"150";"29";"23";"3";"8";"5";"6";"3";"0";"2";"2";"11";"1";"1";"1";"1";"0";"15"
"1007-bd5d-fc62-f00f-fab7-8e30-8d23-217b";"240204";"27";"14";"miasto";"stały";"Strażnica OSP ""Lipowiec"", ul. Zamkowa 74, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1254";"1361";"297";"957";"0";"13";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"6";"3";"3";"0";"951";"61";"29";"1";"4";"12";"1";"3";"2";"0";"0";"1";"0";"0";"2";"1";"0";"4";"0";"1";"418";"181";"102";"3";"45";"13";"2";"2";"7";"24";"9";"3";"11";"2";"4";"4";"1";"2";"3";"106";"53";"8";"6";"1";"5";"4";"6";"0";"2";"2";"0";"3";"2";"8";"1";"3";"0";"2";"70";"21";"13";"2";"2";"1";"3";"6";"1";"12";"1";"2";"2";"1";"0";"0";"0";"3";"296";"149";"41";"23";"3";"13";"8";"9";"1";"0";"0";"2";"38";"1";"1";"0";"1";"0";"6"
"ce38-f60e-c7ca-fc16-5c8c-7ee1-98e1-1e0a";"240204";"27";"15";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Lipowska 26, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1861";"1993";"391";"1470";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1469";"0";"0";"1469";"9";"4";"5";"0";"1460";"145";"58";"7";"7";"43";"3";"1";"3";"4";"0";"5";"2";"3";"1";"0";"1";"4";"1";"2";"543";"201";"148";"5";"38";"23";"9";"4";"10";"36";"23";"2";"25";"1";"3";"2";"2";"5";"6";"156";"95";"18";"7";"2";"5";"2";"6";"4";"0";"0";"0";"1";"2";"10";"2";"0";"0";"2";"123";"57";"15";"1";"2";"3";"1";"11";"2";"23";"3";"4";"0";"1";"0";"0";"0";"0";"493";"256";"76";"52";"5";"21";"3";"16";"2";"5";"2";"0";"35";"1";"1";"0";"0";"2";"16"
"2387-0519-2d58-291e-cbb6-af01-c764-5b21";"240204";"27";"16";"miasto";"stały";"Zespół Szkolno Przedszkolny nr 1, ul. Chłopska 70, 43-502 Czechowice-Dziedzice";"gm. Czechowice-Dziedzice";"bielski";"śląskie";"1948";"2103";"459";"1489";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1488";"0";"0";"1488";"9";"5";"4";"0";"1479";"116";"36";"6";"2";"28";"3";"3";"1";"4";"4";"6";"1";"3";"0";"2";"0";"14";"2";"1";"676";"308";"158";"5";"42";"25";"6";"2";"4";"62";"22";"3";"15";"4";"5";"3";"2";"3";"7";"169";"87";"7";"15";"4";"2";"6";"7";"7";"0";"5";"2";"4";"1";"19";"0";"1";"0";"2";"119";"42";"25";"2";"6";"3";"2";"6";"2";"16";"2";"3";"3";"2";"2";"0";"0";"3";"399";"212";"55";"41";"2";"21";"4";"11";"2";"2";"0";"4";"19";"1";"2";"0";"7";"2";"14"
