"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Michał Tomasz KAMIŃSKI";"Konstanty RADZIWIŁŁ"
"088e-cfa5-bb5f-02a0-f048-7c23-ed06-82bf";"141803";"41";"12";"wieś";"stały";"Szkoła Podstawowa w Mrokowie ul. M. Świątkiewicz 2 A (Hala Sportowa), Mroków M. Świątkiewicz 2A, 05-552 Magdalenka";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1115";"1245";"277";"838";"1";"5";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"37";"12";"25";"0";"801";"455";"346"
"2542-063f-0f29-242d-4136-c2c3-b27f-5a51";"141803";"41";"13";"wieś";"stały";"Szkoła Podstawowa w Mrokowie ul. M. Świątkiewicz 2 A (Holl wejście główne), Mroków M. Świątkiewicz 2 A, 05-552 Magdalenka";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1424";"1641";"268";"1156";"0";"25";"1";"1";"0";"0";"0";"0";"1";"1156";"1";"0";"1156";"31";"23";"8";"0";"1125";"635";"490"
"4a8e-7161-ccc9-4dbb-5b35-55ac-cf83-757a";"141804";"41";"1";"miasto";"stały";"Oddział Szkoły Podstawowej nr 5, ul. Sikorskiego 20, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"950";"1058";"156";"794";"0";"8";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"32";"8";"24";"0";"762";"550";"212"
"c580-b5cd-95b7-8ff7-6aff-7b82-e02f-1b80";"141804";"41";"2";"miasto";"stały";"Oddział Szkoły Podstawowej nr 5, ul. Sikorskiego 20, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"707";"860";"77";"630";"1";"6";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"14";"14";"0";"0";"616";"429";"187"
"9691-6f3c-a13f-c966-0980-9976-f1a1-e77c";"141804";"41";"3";"miasto";"stały";"Oddział Szkoły Podstawowej nr 5, ul. Sikorskiego 20, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1279";"1468";"191";"1088";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"38";"13";"25";"0";"1050";"773";"277"
"ed5a-a880-0b37-d97f-3c92-00f7-203b-77e5";"141804";"41";"4";"miasto";"stały";"Oddział Szkoły Podstawowej nr 5, ul. Sikorskiego 20, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1440";"1641";"272";"1168";"1";"18";"0";"0";"0";"0";"0";"0";"0";"1168";"0";"2";"1166";"41";"16";"25";"0";"1125";"761";"364"
"08de-5657-2a61-9377-6144-e872-4094-7e13";"141804";"41";"5";"miasto";"stały";"Oddział Szkoły Podstawowej nr 5, ul. Sikorskiego 20, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1339";"1470";"223";"1116";"0";"20";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"3";"1113";"38";"13";"25";"0";"1075";"664";"411"
"d455-69b0-862a-7b55-fa62-1c40-7170-2644";"141804";"41";"6";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Szkolna 14, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1821";"1972";"489";"1332";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"43";"6";"37";"0";"1289";"717";"572"
"994f-f2c3-1c22-5854-5261-02e7-1b9d-2080";"141804";"41";"7";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Szkolna 14, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1020";"1126";"158";"862";"0";"52";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"30";"9";"21";"0";"832";"499";"333"
"6058-fdf8-bbc9-3cca-2bd4-1d95-08f8-6ae3";"141804";"41";"8";"miasto";"stały";"Przedszkole nr 4, ul. Fabryczna 13, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1120";"1256";"187";"933";"0";"30";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"30";"6";"24";"0";"903";"528";"375"
"7850-e57a-7f48-2390-3ca9-3fda-756d-8780";"141804";"41";"9";"miasto";"stały";"Przedszkole nr 4, ul. Fabryczna 13, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1859";"2159";"199";"1660";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1660";"0";"0";"1660";"39";"10";"29";"0";"1621";"1168";"453"
"6c17-37cf-b184-1336-4c4e-d778-8f81-5569";"141804";"41";"10";"miasto";"stały";"Przedszkole nr 4, ul. Fabryczna 13, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1869";"2351";"71";"1798";"2";"14";"1";"1";"0";"0";"0";"0";"1";"1799";"1";"0";"1799";"82";"21";"61";"0";"1717";"1156";"561"
"aaf8-2e89-e4e5-258d-887c-704c-1569-e710";"141804";"41";"11";"miasto";"stały";"Przedszkole nr 11, ul. Nefrytowa 14, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1249";"1479";"275";"972";"1";"26";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"44";"13";"31";"0";"927";"563";"364"
"89d2-35be-3449-9a1c-c942-fa53-606c-6f5b";"141804";"41";"12";"miasto";"stały";"Przedszkole nr 11, ul. Nefrytowa 14, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1551";"1693";"121";"1430";"0";"28";"0";"0";"0";"0";"0";"0";"0";"1429";"0";"0";"1429";"58";"13";"45";"0";"1371";"971";"400"
"3c56-921f-b4fa-380a-f842-155e-372d-24e4";"141804";"41";"13";"miasto";"stały";"Liceum Ogólnokształcące, ul. Chyliczkowska 17, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"879";"972";"126";"753";"1";"6";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"30";"9";"21";"0";"722";"499";"223"
"2dc1-19bf-c2bf-0529-1262-a50f-d0cc-17bb";"141804";"41";"14";"miasto";"stały";"Liceum Ogólnokształcące, ul. Chyliczkowska 17, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1282";"1454";"200";"1082";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"54";"20";"34";"0";"1028";"713";"315"
"7c49-6752-3e43-be2d-d192-28d9-7c7d-7885";"141804";"41";"15";"miasto";"stały";"Liceum Ogólnokształcące, ul. Chyliczkowska 17, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1080";"1235";"84";"996";"0";"17";"1";"1";"0";"0";"0";"0";"1";"997";"1";"0";"997";"36";"17";"19";"0";"961";"703";"258"
"dd2a-47dc-59d0-d270-5ab3-2d7f-639e-7c9a";"141804";"41";"16";"miasto";"stały";"Liceum Ogólnokształcące, ul. Chyliczkowska 17, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1002";"1128";"142";"860";"1";"1";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"28";"7";"21";"0";"831";"536";"295"
"e804-5524-7710-9659-9703-f200-9330-bbc4";"141804";"41";"17";"miasto";"stały";"Centrum Kultury, ul. Kościuszki 49, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1771";"2010";"221";"1550";"3";"19";"1";"0";"0";"0";"0";"0";"0";"1548";"0";"0";"1548";"53";"16";"37";"0";"1495";"969";"526"
"0aae-693e-58b5-563f-f4c9-487e-fb0f-e65b";"141804";"41";"18";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Świętojańska 18, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1599";"1781";"306";"1293";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1294";"1";"0";"1294";"37";"14";"23";"0";"1257";"763";"494"
"8193-05ec-9a3f-4c94-195e-31c6-4f74-a8de";"141804";"41";"19";"miasto";"stały";"Publiczne Przedszkole ""Radosne"", ul. Orężna 8a, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1049";"1172";"146";"903";"0";"11";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"24";"7";"17";"0";"878";"543";"335"
"02bc-9891-91ef-2ee1-d6ed-7ffc-f8fd-0927";"141804";"41";"20";"miasto";"stały";"Szkoła Podstawowa nr 2, Aleja Kasztanów 12, 05-501 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1090";"1208";"188";"902";"2";"0";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"21";"10";"11";"0";"881";"531";"350"
"38c7-912c-6088-88df-e41c-d250-671e-8bf5";"141804";"41";"21";"miasto";"stały";"Szkoła Podstawowa nr 2, Aleja Kasztanów 12, 05-501 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1099";"1209";"162";"937";"0";"6";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"27";"7";"20";"0";"910";"587";"323"
"953b-78fc-093e-3a68-edc2-6d6a-1de2-88e8";"141804";"41";"22";"miasto";"stały";"Szkoła Podstawowa nr 2, Aleja Kasztanów 12, 05-501 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1110";"1217";"217";"893";"0";"7";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"25";"8";"17";"0";"867";"551";"316"
"1030-40d0-d842-4dd9-8fef-3005-1058-5aea";"141804";"41";"23";"miasto";"stały";"Szkoła Podstawowa nr 3, Główna 50, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1060";"1151";"204";"856";"1";"10";"0";"0";"0";"0";"0";"0";"0";"855";"0";"1";"854";"27";"10";"17";"0";"827";"493";"334"
"5e96-59d1-ee12-c263-2165-43d3-5282-22b7";"141804";"41";"24";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Główna 50, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"900";"1010";"154";"746";"1";"8";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"31";"16";"15";"0";"715";"451";"264"
"cd19-8c84-6df6-0b00-01f3-d4f7-4d24-d702";"141804";"41";"25";"wieś";"stały";"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1539";"1752";"137";"1402";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"44";"14";"30";"0";"1358";"1090";"268"
"33a6-fc3c-d9c0-e27b-6a1c-5cdf-becf-e259";"141804";"41";"26";"wieś";"stały";"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1589";"1724";"144";"1445";"0";"40";"0";"0";"0";"0";"0";"0";"0";"1444";"0";"0";"1444";"45";"24";"21";"0";"1399";"1191";"208"
"a8fd-93f0-8571-ae65-c705-1ed4-f71d-d6b4";"141804";"41";"27";"wieś";"stały";"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1146";"1280";"49";"1097";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"36";"13";"23";"0";"1058";"858";"200"
"9e39-3882-d844-0753-07c1-8f18-e998-3e7a";"141804";"41";"28";"wieś";"stały";"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"2100";"2355";"189";"1911";"1";"28";"0";"0";"0";"0";"0";"0";"0";"1910";"0";"5";"1905";"70";"27";"43";"0";"1835";"1467";"368"
"5100-5521-59ce-5972-6ca6-1fad-22d2-760f";"141804";"41";"29";"wieś";"stały";"Szkoła Podstawowa w Józefosławiu, Józefosław ul. Kameralna 11, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1120";"1234";"194";"926";"0";"9";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"26";"8";"18";"0";"900";"679";"221"
"4d3f-dfad-7465-2103-5a39-5e52-622b-815b";"141804";"41";"30";"wieś";"stały";"Szkoła Podstawowa w Chylicach, Chylice ul. Dworska 2, 05-510 Konstancin-Jeziorna";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1369";"1534";"152";"1217";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1217";"0";"0";"1217";"50";"12";"38";"0";"1167";"781";"386"
"f3d1-d463-2e1f-4f0e-ebe5-2159-ad43-aa43";"141804";"41";"31";"wieś";"stały";"Instytut Rybactwa Śródlądowego, Żabieniec ul. Główna 48, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1539";"1704";"291";"1248";"3";"14";"1";"1";"0";"0";"0";"0";"1";"1249";"1";"0";"1249";"37";"8";"29";"0";"1212";"729";"483"
"b1d2-9fe1-8888-e9e9-1490-6d4c-001d-2349";"141804";"41";"32";"wieś";"stały";"Świetlica OSP Chojnów, Orzeszyn ul. Klonowa 16, 05-532 Baniocha";"gm. Piaseczno";"piaseczyński";"mazowieckie";"558";"619";"100";"458";"0";"4";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"19";"8";"11";"0";"439";"262";"177"
"01c5-9cb4-8241-92c6-9610-7c19-a6d2-297d";"141804";"41";"33";"wieś";"stały";"Szkoła Podstawowa w Zalesiu Górnym, ul. Sarenki 20, 05-540 Zalesie Górne";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1140";"1268";"151";"989";"1";"15";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"27";"4";"23";"0";"962";"598";"364"
"dba5-5529-b931-e100-067e-adc3-d96b-f363";"141804";"41";"34";"wieś";"stały";"Szkoła Podstawowa w Zalesiu Górnym, ul. Sarenki 20, 05-540 Zalesie Górne";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1270";"1423";"144";"1126";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"47";"14";"33";"0";"1079";"699";"380"
"100f-ad89-9384-a135-782e-3fc6-2d95-70c8";"141804";"41";"35";"wieś";"stały";"Szkoła Podstawowa w Jazgarzewie, Jazgarzew ul. Szkolna 10, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1287";"1431";"196";"1091";"0";"9";"1";"1";"0";"0";"0";"0";"1";"1092";"1";"0";"1092";"28";"5";"23";"0";"1064";"668";"396"
"c9d8-572f-f1eb-a690-8a83-9afa-eae7-f44a";"141804";"41";"36";"wieś";"stały";"Szkoła Podstawowa w Jazgarzewie, Jazgarzew ul. Szkolna 10, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"750";"840";"162";"588";"1";"3";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"14";"2";"12";"0";"574";"331";"243"
"140e-63aa-cf27-1e60-0af8-5405-d2eb-9802";"141804";"41";"37";"wieś";"stały";"Szkoła Podstawowa nr 3, ul. Główna 50, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"880";"933";"108";"772";"0";"6";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"34";"6";"28";"0";"738";"515";"223"
"8a5e-bf65-22c5-f1e8-73d2-a893-9b2d-1d5b";"141804";"41";"38";"wieś";"stały";"Szkoła Podstawowa nr 3, ul. Główna 50, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1267";"1413";"217";"1050";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"1";"1048";"18";"2";"16";"0";"1030";"601";"429"
"7787-74ed-500b-b62e-8438-1d91-e3de-9ff2";"141804";"41";"39";"wieś";"stały";"Szkoła Podstawowa w Głoskowie, ul. Millenium 76, 05-503 Głosków";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1859";"2092";"259";"1600";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1601";"0";"0";"1601";"46";"12";"34";"0";"1555";"959";"596"
"e538-0c9b-85eb-eafb-a0ea-bc89-755e-cd78";"141804";"41";"40";"wieś";"stały";"Klub Kultury, Wola Gołkowska ul. Jemioły 11, 05-503 Głosków";"gm. Piaseczno";"piaseczyński";"mazowieckie";"820";"937";"136";"684";"0";"13";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"24";"2";"22";"0";"660";"376";"284"
"9b38-9562-9016-fef5-4212-e808-85b1-392a";"141804";"41";"41";"wieś";"stały";"Szkoła Podstawowa w Złotokłosie, ul. Traugutta 10, 05-504 Złotokłos";"gm. Piaseczno";"piaseczyński";"mazowieckie";"341";"382";"116";"225";"0";"3";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"4";"0";"4";"0";"221";"102";"119"
"9183-e524-25a1-678a-00da-bbfc-15ae-40f8";"141804";"41";"42";"wieś";"stały";"Szkoła Podstawowa w Głoskowie, ul. Millenium 76, 05-503 Głosków";"gm. Piaseczno";"piaseczyński";"mazowieckie";"480";"569";"65";"415";"0";"11";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"8";"5";"3";"0";"407";"260";"147"
"6c84-16e3-27ea-6607-7abf-5947-ecaf-0395";"141804";"41";"43";"wieś";"stały";"Szkoła Podstawowa w Złotokłosie, ul. Traugutta 10, 05-504 Złotokłos";"gm. Piaseczno";"piaseczyński";"mazowieckie";"1551";"1744";"258";"1293";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1293";"0";"0";"1293";"43";"8";"35";"0";"1250";"874";"376"
"a60d-42be-812e-8db5-7d89-2124-0bc3-d70b";"141804";"41";"44";"wieś";"stały";"Świetlica OSP, Bogatki ul. Królewska 91, 05-502 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"620";"676";"153";"467";"0";"3";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"13";"3";"10";"0";"454";"208";"246"
"fb3b-e403-0e83-4c51-68f4-0c6c-40c5-79ff";"141804";"41";"45";"miasto";"zakład leczniczy";"Szpital Świętej Anny, Mickiewicza 39, 05-500 Piaseczno";"gm. Piaseczno";"piaseczyński";"mazowieckie";"50";"66";"3";"47";"0";"3";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"4";"0";"4";"0";"43";"22";"21"
"19a9-9938-b5ae-539e-937a-09b8-c256-f63d";"141805";"41";"1";"wieś";"stały";"Szkoła Podstawowa , Sala Gimnastyczna, Uwieliny Szkolna, wejście B od ulicy Szkolnej 2, 05-540 Zalesie Górne";"gm. Prażmów";"piaseczyński";"mazowieckie";"2088";"2354";"553";"1535";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1535";"0";"0";"1535";"60";"16";"44";"0";"1475";"744";"731"
"c2ec-5972-1320-46a8-5530-5e3b-5702-cb43";"141805";"41";"2";"wieś";"stały";"Urząd Gminy, Piotra Czołchańskiego 1, 05-505 Prażmów";"gm. Prażmów";"piaseczyński";"mazowieckie";"1359";"1526";"391";"968";"0";"18";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"42";"10";"32";"0";"926";"454";"472"
"c54e-c866-cb1d-ee7d-2781-1201-fedc-13f2";"141805";"41";"3";"wieś";"stały";"Ochotnicza Straż Pożarna, Wągrodno Słoneczna 2, 05-505 Prażmów";"gm. Prażmów";"piaseczyński";"mazowieckie";"1280";"1419";"366";"914";"1";"5";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"22";"12";"10";"0";"892";"439";"453"
"d4d4-b118-e0a3-a31b-60e1-d26d-c74a-cac5";"141805";"41";"4";"wieś";"stały";"Szkoła Podstawowa , Oddział Przedszkolny, Uwieliny Szkolna, wejście A od ulicy Szkolnej 2, 05-540 Zalesie Górne";"gm. Prażmów";"piaseczyński";"mazowieckie";"1711";"1925";"339";"1371";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1371";"0";"0";"1371";"52";"18";"34";"0";"1319";"811";"508"
"1b15-9ce2-bf67-400a-2223-84a3-1417-e789";"141805";"41";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Franciszka Ryxa 72, 05-505 Prażmów";"gm. Prażmów";"piaseczyński";"mazowieckie";"1179";"1314";"197";"982";"0";"7";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"41";"8";"33";"0";"941";"573";"368"
"05fe-d665-eb33-a924-299a-b79b-2023-a993";"141806";"41";"1";"wieś";"stały";"Szkoła Podstawowa im. Józefa Chełmońskiego w Suchostrudze, Suchostruga ul. Szkolna 20, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"540";"613";"162";"378";"0";"9";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"15";"4";"11";"0";"362";"148";"214"
"ba58-febc-854c-6953-9fc3-2801-312d-1a81";"141806";"41";"2";"wieś";"stały";"Ochotnicza Straż Pożarna w Suchodole, Suchodół ul. Piękna 20, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"488";"595";"126";"362";"2";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"1";"361";"20";"4";"16";"0";"341";"163";"178"
"74d9-b8ef-582b-291d-7bfa-898b-c016-a746";"141806";"41";"3";"wieś";"stały";"Świetlica Wiejska w Woli Przypkowskiej, Wola Przypkowska ul. Piękna 33, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"651";"725";"170";"481";"3";"2";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"14";"6";"8";"0";"467";"195";"272"
"cdcb-805e-0b90-e6e0-ae97-86d4-4383-05b4";"141806";"41";"4";"wieś";"stały";"Ochotnicza Straż Pożarna w Kotorydzu, Kotorydz ul. Warszawska 9, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"619";"681";"210";"409";"0";"1";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"12";"2";"10";"0";"397";"158";"239"
"d884-de5c-115f-6824-405c-4c1f-43d9-a14b";"141806";"41";"5";"miasto";"stały";"Przedszkole w Tarczynie, ul. Kazimierza Dobrowolskiego 3, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"801";"878";"231";"570";"1";"4";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"25";"4";"21";"0";"545";"244";"301"
"2600-03fa-0be2-af33-a582-2e0c-38c4-59cc";"141806";"41";"6";"miasto";"stały";"Szkoła Podstawowa im. Juliana Stępkowskiego w Tarczynie, ul. Juliana Stępkowskiego 15, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"1477";"1688";"290";"1187";"2";"38";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"0";"1187";"38";"15";"23";"0";"1149";"579";"570"
"b493-18c4-1e8c-7244-ed8e-fa34-d984-de21";"141806";"41";"7";"miasto";"stały";"Gminny Ośrodek Kultury w Tarczynie, ul. Juliana Stępkowskiego 17, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"1150";"1290";"270";"880";"0";"14";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"25";"12";"13";"0";"855";"424";"431"
"6b6f-bc0d-372a-79e0-bb8b-a20e-dfc8-eee9";"141806";"41";"8";"wieś";"stały";"Szkoła Podstawowa im. Wojciecha Górskiego w Pamiątce, Kopana ul. Anieli i Wojciecha Górskich 3, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"1419";"1567";"484";"935";"1";"7";"0";"0";"0";"0";"0";"0";"0";"935";"0";"2";"933";"26";"7";"19";"0";"907";"361";"546"
"6452-7be6-3c31-a8e1-47b6-6283-9bc7-0e33";"141806";"41";"9";"wieś";"stały";"Szkoła Podstawowa im. Mieczysława Kaczyńskiego w Pracach Małych, Prace Małe ul. Piaseczyńska 34, 05-555 Tarczyn";"gm. Tarczyn";"piaseczyński";"mazowieckie";"819";"931";"159";"660";"0";"3";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"22";"6";"16";"0";"637";"326";"311"
"bb08-bd8c-ed1d-30f1-7168-789e-b75b-d4e0";"142101";"41";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Józefa Brandta 22, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"2029";"2253";"288";"1741";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1740";"0";"0";"1740";"49";"19";"30";"0";"1691";"965";"726"
"0516-7a15-4cb5-d6e2-cbb8-3dbd-b0b5-0671";"142101";"41";"2";"miasto";"stały";"Przedszkole nr. 3, ul. Cypriana Godebskiego 21, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1674";"1817";"351";"1323";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1322";"1";"0";"1322";"38";"12";"26";"0";"1284";"762";"522"
"269c-a5e9-9460-24ba-8234-3ced-b118-36a0";"142101";"41";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, Aleja Tysiąclecia 5, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1615";"1785";"349";"1266";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1264";"0";"0";"1264";"45";"10";"35";"0";"1219";"707";"512"
"111d-58e3-335f-779e-dca0-a11b-2a0b-095a";"142101";"41";"4";"miasto";"stały";"Przedszkole Nr 4, ul. Żbikowska 5, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1401";"1555";"274";"1127";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1127";"1";"0";"1127";"40";"3";"37";"0";"1087";"552";"535"
"7222-0203-1222-face-0abc-a777-17a3-7b29";"142101";"41";"5";"miasto";"stały";"Klub Novus, ul. Ks. Ignacego Skorupki 2, 05-820 Piastów";"m. Piastów";"pruszkowski";"mazowieckie";"1546";"1703";"297";"1249";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1249";"0";"0";"1249";"37";"23";"14";"0";"1212";"697";"515"
