"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Patryk Damian HAŁACZKIEWICZ";"Stanisław JURCEWICZ";"Aleksander Jakub SZWED"
"ef23-0744-2492-8e1a-609a-24a5-9c6c-f89b";"020811";"5";"8";"wieś";"stały";"Zespół Szkół Nr 3 z Oddziałami Integracyjnymi, Bożków 89e, 57-441 Bożków";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"560";"608";"213";"347";"0";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"6";"3";"3";"0";"341";"49";"108";"184"
"25b6-ac93-5879-17fc-5f4a-247e-df78-b47c";"020811";"5";"9";"wieś";"stały";"Zespół Szkół Nr 3 z Oddziałami Integracyjnymi, Bożków 89e, 57-441 Bożków";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"620";"663";"245";"375";"0";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"11";"2";"9";"0";"364";"34";"153";"177"
"68e9-f947-a03e-fb0a-1954-45b6-6ff9-e74d";"020811";"5";"10";"wieś";"stały";"Biblioteka Publiczna, Przygórze 218, 57-431 Przygórze";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"519";"562";"215";"304";"0";"1";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"10";"0";"10";"0";"294";"52";"126";"116"
"19b6-9e91-656c-e3e7-5ccc-28c4-b3a5-2b42";"020811";"5";"11";"wieś";"stały";"Remiza strażacka, Wolibórz 116, 57-431 Wolibórz";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"760";"828";"322";"438";"0";"4";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"10";"1";"9";"0";"428";"70";"140";"218"
"7e41-6361-ff14-3aba-7390-a08d-f314-30e0";"020811";"5";"12";"wieś";"stały";"Hala sportowa, Dzikowiec 95, 57-432 Dzikowiec";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"630";"695";"262";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"4";"0";"4";"0";"364";"30";"130";"204"
"5181-86ad-aa09-d4ce-b6ef-cd3a-9686-8d3c";"020811";"5";"13";"wieś";"stały";"Świetlica wiejska, Świerki 61, 57-451 Świerki";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"640";"692";"266";"374";"0";"3";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"8";"0";"8";"0";"366";"64";"157";"145"
"ab53-38c2-b14a-f67e-e4a3-eb54-5a3e-f4dc";"020811";"5";"14";"wieś";"stały";"Świetlica wiejska, Włodowice 36, 57-400 Nowa Ruda";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"560";"622";"222";"338";"0";"4";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"7";"0";"7";"0";"331";"53";"139";"139"
"46d6-28a1-0140-e97a-1dde-cb7f-453b-01f6";"020811";"5";"15";"wieś";"stały";"Świetlica wiejska, Czerwieńczyce 16, 57-441 Bożków";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"460";"503";"199";"261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"14";"1";"13";"0";"247";"32";"69";"146"
"43db-d67d-c747-2429-2bd6-4ae7-3b69-74fb";"020811";"5";"16";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Główna 118, 57-430 Jugów";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"54";"78";"22";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"1";"0";"1";"0";"31";"6";"10";"15"
"d775-e794-a166-ea38-df6c-524d-603d-0ab9";"020812";"5";"1";"miasto";"stały";"Urząd Miasta i Gminy, ul. Rynek 1, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"1900";"2112";"823";"1077";"4";"49";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"13";"1";"12";"0";"1064";"97";"418";"549"
"f862-e5f6-8ef9-afb3-33c0-eb67-1467-14d8";"020812";"5";"2";"wieś";"stały";"Centrum Kulturalno Sportowo Rekreacyjne, Ratno Górne 4a, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"500";"550";"191";"309";"2";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"9";"4";"5";"0";"300";"37";"83";"180"
"3631-7ac4-d9cb-e44d-469c-381d-904c-5512";"020812";"5";"3";"wieś";"stały";"Świetlica OSP, Wambierzyce ul. Objazdowa 8a, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"830";"914";"402";"428";"0";"13";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"6";"2";"4";"0";"422";"50";"134";"238"
"3c61-acfb-7a1c-b4cb-1cf8-3d94-3242-45f7";"020812";"5";"4";"wieś";"stały";"Sala Widowiskowa, Ścinawka Średnia ul. Mickiewicza 12c, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"1540";"1683";"707";"833";"1";"6";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"14";"3";"11";"0";"819";"90";"333";"396"
"477e-1d0f-43af-3b1d-f566-5e79-9593-4a01";"020812";"5";"5";"wieś";"stały";"Centrum Inicjatyw Wiejskich, Ścinawka Górna 18a, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"450";"489";"217";"233";"0";"2";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"1";"0";"1";"0";"232";"35";"78";"119"
"2fd2-166e-bf08-d42a-5dc6-8795-ab82-7f1c";"020812";"5";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Ścinawka Dolna 21a, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"919";"1011";"367";"552";"2";"13";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"16";"6";"10";"0";"536";"76";"162";"298"
"0789-463c-756b-94df-932e-2888-3832-bedb";"020812";"5";"7";"wieś";"stały";"Sala Domu Ludowego, Tłumaczów 72, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"391";"427";"172";"219";"0";"7";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"4";"0";"4";"0";"215";"40";"54";"121"
"a9e7-e010-0ca8-fecf-1ec2-a79c-0d0c-d748";"020812";"5";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Nowej Rudzie Oddział w Ścinawce Dolnej, Ścinawka Dolna 17, 57-420 Radków";"gm. Radków";"kłodzki";"dolnośląskie";"58";"56";"24";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"4";"0";"4";"0";"30";"3";"13";"14"
"013c-eb3a-2f5b-5926-82bf-2155-1dde-5db8";"020813";"5";"1";"miasto";"stały";"Szkoła Podstawowa w Stroniu Śląskim, ul. Kościuszki 57, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"955";"1071";"336";"619";"2";"53";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"10";"1";"9";"0";"609";"108";"268";"233"
"9203-49b2-f1cf-14b0-8d21-c437-c97d-6598";"020813";"5";"2";"miasto";"stały";"Przedszkole Miejskie w Stroniu Śląskim, ul. Nadbrzeżna 30, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"1260";"1355";"525";"735";"0";"13";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"16";"4";"12";"0";"719";"111";"334";"274"
"01a2-b59c-3062-0e40-d508-83dd-ba37-e325";"020813";"5";"3";"wieś";"stały";"Zespół Szkół Samorządowych w Stroniu Śląskim, ul. Kościelna 12, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"1060";"1145";"469";"591";"0";"47";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"4";"0";"4";"0";"587";"94";"296";"197"
"9c69-3e9b-cbc3-4816-4abc-bdf9-02c0-3672";"020813";"5";"4";"miasto";"stały";"Szkoła Podstawowa w Stroniu Śląskim, ul. Kościuszki 57, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"1151";"1277";"475";"676";"0";"22";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"13";"2";"11";"0";"663";"110";"303";"250"
"91ad-4327-8893-fbde-82d0-909e-9f10-3233";"020813";"5";"5";"wieś";"stały";"Świetlica wiejska ""Trzy Siostry"", Stary Gierałtów 7a, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"490";"554";"179";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"5";"1";"4";"0";"306";"47";"140";"119"
"f88b-0bb5-6a44-c887-c94f-5e4e-4873-7451";"020813";"5";"6";"wieś";"stały";"Niepubliczne Przedszkole, Bolesławów 41, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"380";"439";"149";"231";"0";"10";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"5";"0";"5";"0";"226";"39";"95";"92"
"4bb8-2305-86b0-47ea-3eb5-75ab-2f21-d42b";"020813";"5";"7";"miasto";"zakład leczniczy";"Wojewódzkie Centrum Psychiatrii Długoterminowej Samodzielny Publiczny ZOZ w Stroniu Śląskim Budynek ZOL A, Sudecka 3A, 57-550 Stronie Śląskie";"gm. Stronie Śląskie";"kłodzki";"dolnośląskie";"46";"62";"15";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"0";"1";"0";"30";"6";"4";"20"
"f09e-2e98-6b4b-4be2-cff8-9b57-691e-1aad";"020814";"5";"1";"miasto";"stały";"Oddział Przedszkola Publicznego w Szczytnej, ul. Wolności 80, 57-330 Szczytna";"gm. Szczytna";"kłodzki";"dolnośląskie";"659";"719";"317";"342";"0";"3";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"8";"1";"7";"0";"334";"57";"137";"140"
"2d31-6ab8-ef15-91f8-633f-696c-b984-e7c8";"020814";"5";"2";"miasto";"stały";"Szkoła Podstawowa im. Orła Białego, ul. Kościelna 6, 57-330 Szczytna";"gm. Szczytna";"kłodzki";"dolnośląskie";"1410";"1530";"522";"888";"1";"17";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"24";"12";"12";"0";"864";"124";"402";"338"
"6576-9c84-061f-3358-6ed8-bea8-35db-87e6";"020814";"5";"3";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Sienkiewicza 16, 57-330 Szczytna";"gm. Szczytna";"kłodzki";"dolnośląskie";"1711";"1864";"711";"1000";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"16";"3";"13";"0";"984";"185";"404";"395"
"bc4a-3f60-6398-e6db-ff5f-0d08-7b38-0bc5";"020814";"5";"4";"wieś";"stały";"Świetlica Wiejska, Niwa 24, 57-320 Polanica-Zdrój";"gm. Szczytna";"kłodzki";"dolnośląskie";"490";"541";"197";"293";"0";"6";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"7";"0";"7";"0";"286";"37";"98";"151"
"6daf-2b99-0ba0-159e-e4d5-f9ef-8764-d9bb";"020814";"5";"5";"wieś";"stały";"Wiejskie Centrum Aktywności Społecznej, Łężyce 49a, 57-340 Duszniki-Zdrój";"gm. Szczytna";"kłodzki";"dolnośląskie";"590";"689";"260";"330";"0";"46";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"7";"2";"5";"0";"323";"39";"125";"159"
"0708-48cf-631f-af09-e11b-7117-172b-f9e2";"020814";"5";"6";"wieś";"stały";"Dom Ludowy, Wolany 4/3, 57-300 Kłodzko";"gm. Szczytna";"kłodzki";"dolnośląskie";"430";"476";"216";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"0";"0";"0";"0";"213";"43";"71";"99"
"5f17-b9a8-c036-7778-a9cf-5576-9a57-93f3";"022401";"5";"1";"miasto";"stały";"Centrum Kultury i Biblioteka, ul. Kolejowa 12, 57-256 Bardo";"gm. Bardo";"ząbkowicki";"dolnośląskie";"1220";"1347";"515";"705";"2";"17";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"17";"3";"14";"0";"688";"116";"277";"295"
"f231-b6b9-2733-9124-7e06-ff8d-7ee7-0e63";"022401";"5";"2";"miasto";"stały";"Urząd Miasta i Gminy, ul. Rynek 2, 57-256 Bardo";"gm. Bardo";"ząbkowicki";"dolnośląskie";"1010";"1110";"417";"593";"1";"17";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"18";"9";"9";"0";"574";"76";"271";"227"
"446d-4731-50a4-4ccc-b364-a063-d5ab-3870";"022401";"5";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. KEN w Bardzie z filią w Przyłęku, Przyłęk ul. Fabryczna 7, 57-255 Bardo";"gm. Bardo";"ząbkowicki";"dolnośląskie";"840";"922";"376";"464";"1";"3";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"4";"0";"4";"0";"460";"55";"162";"243"
"cf62-b83d-1f26-b776-4b36-f322-493b-7b1d";"022401";"5";"4";"wieś";"stały";"Wiejski Dom Kultury, Brzeźnica 46, 57-257 Bardo";"gm. Bardo";"ząbkowicki";"dolnośląskie";"800";"872";"347";"453";"2";"1";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"8";"3";"5";"0";"445";"60";"189";"196"
"694a-f2c7-abe2-3532-aa8e-e772-c137-c2af";"022402";"5";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Szkolna 2, 57-211 Ciepłowody";"gm. Ciepłowody";"ząbkowicki";"dolnośląskie";"760";"834";"404";"356";"2";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"11";"2";"9";"0";"345";"43";"144";"158"
"b3f7-6253-5e5e-594c-a961-15ab-030d-e8d4";"022402";"5";"2";"wieś";"stały";"Sala Widowiskowa GOKiP, Pl. A. Mickiewicza 2, 57-211 Ciepłowody";"gm. Ciepłowody";"ząbkowicki";"dolnośląskie";"800";"893";"337";"463";"1";"1";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"8";"1";"7";"0";"455";"66";"147";"242"
"0466-5ec4-5682-ba14-42d7-3f1c-9ffb-c1d6";"022402";"5";"3";"wieś";"stały";"Świetlica Wiejska, Stary Henryków 46, 57-210 Henryków";"gm. Ciepłowody";"ząbkowicki";"dolnośląskie";"690";"755";"350";"340";"0";"1";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"5";"0";"5";"0";"335";"48";"93";"194"
"b6ef-5101-d0e1-46eb-4c29-9997-5180-9fc0";"022403";"5";"1";"wieś";"stały";"Szkoła Podstawowa nr 2, ul. Szkolna 10, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"990";"1078";"438";"552";"2";"3";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"10";"1";"9";"0";"542";"81";"243";"218"
"84a0-9150-0dc2-f62c-5c9e-2489-60af-2c7b";"022403";"5";"2";"wieś";"stały";"Gminne Centrum Kultury, ul. Złotostocka 27, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"1080";"1177";"472";"608";"2";"3";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"12";"2";"10";"0";"595";"86";"193";"316"
"6962-3461-80cf-3844-38a6-7e78-d84c-0a78";"022403";"5";"3";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej, Ożary 37B, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"420";"452";"180";"240";"0";"3";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"3";"2";"1";"0";"237";"35";"87";"115"
"00f3-b5ab-7ae4-31a5-c481-d368-fc21-f15b";"022403";"5";"4";"wieś";"stały";"Świetlica Wiejska, Topola 64, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"390";"420";"194";"196";"2";"2";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"5";"2";"3";"0";"191";"34";"57";"100"
"a4d2-8409-87fe-6a5a-d314-b2e1-585a-c3fc";"022403";"5";"5";"wieś";"stały";"Świetlica Wiejska, Mrokocin 33, 57-220 Ziębice";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"380";"406";"165";"215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"3";"0";"3";"0";"212";"23";"61";"128"
"6676-7f1a-beeb-a433-5375-e866-3190-4005";"022403";"5";"6";"wieś";"stały";"Filia Biblioteczna i Świetlica Wiejska, Doboszowice 67, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"480";"519";"229";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"10";"2";"8";"0";"241";"44";"69";"128"
"04c6-6753-b90a-3708-18d6-9ac6-d2e6-ade7";"022403";"5";"7";"wieś";"stały";"Świetlica Wiejska, Starczów 47, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"460";"509";"239";"221";"0";"1";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"12";"0";"12";"0";"209";"27";"67";"115"
"beaa-28e7-0e27-9a4c-a926-c14b-ced6-04ba";"022403";"5";"8";"wieś";"stały";"Szkoła Podstawowa Nr 1, Zamkowa 4, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"611";"662";"200";"411";"1";"4";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"9";"3";"6";"0";"402";"69";"169";"164"
"2eb5-8126-839d-cdf5-5a5c-02ac-fb16-fc34";"022403";"5";"9";"wieś";"stały";"Szkoła Podstawowa nr 1, ul. Zamkowa 4, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"922";"996";"371";"551";"1";"3";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"6";"0";"6";"0";"545";"71";"252";"222"
"6a84-c0de-a391-d359-1391-ddc4-96a9-7f9a";"022403";"5";"10";"wieś";"stały";"Świetlica Wiejska, Byczeń 18, 57-230 Kamieniec Ząbkowicki";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"300";"330";"134";"166";"1";"2";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"3";"2";"1";"0";"163";"27";"57";"79"
"0975-d975-23d1-6ce0-36a9-0a81-0d8e-e0e2";"022404";"5";"1";"wieś";"stały";"Szkoła Podstawowa w Budzowie z filią w Grodziszczu, Budzów 108, 57-214 Budzów";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"791";"872";"328";"463";"0";"7";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"13";"1";"12";"0";"450";"66";"126";"258"
"fbb7-cf47-a459-4cb7-8736-649d-1565-19c9";"022404";"5";"2";"wieś";"stały";"Szkoła Podstawowa w Budzowie z filią w Grodziszczu, Grodziszcze 4, 58-262 Ostroszowice Budzów";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"711";"787";"338";"373";"0";"3";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"4";"1";"3";"0";"369";"74";"120";"175"
"a15b-c5ca-7009-c0ba-edf4-b53a-63e9-097e";"022404";"5";"3";"wieś";"stały";"Świetlica Wiejska, Przedborowa 30, 57-208  Przedborowa";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"690";"753";"324";"366";"0";"3";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"6";"1";"5";"0";"360";"72";"89";"199"
"38c5-8d3e-52dc-de45-958e-158b-2a09-e95f";"022404";"5";"4";"wieś";"stały";"Srebrnogórska Przestrzeń Artystyczna, pl. Wypoczynkowy 4, 57-215 Srebrna Góra";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"829";"962";"280";"549";"0";"64";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"16";"0";"16";"0";"533";"82";"246";"205"
"ccab-4aca-6a46-cc20-cfd1-eae5-5dd6-9e1b";"022404";"5";"5";"wieś";"stały";"Świetlica Wiejska, Stoszowice 43, 57-213 Stoszowice";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"910";"985";"401";"509";"1";"9";"1";"1";"0";"0";"0";"0";"1";"510";"1";"0";"510";"12";"12";"0";"0";"498";"87";"165";"246"
"5466-cce1-480d-2705-b3f9-367e-da86-aa8f";"022405";"5";"1";"miasto";"stały";"Budynek Wielofunkcyjny (budynek byłego Publicznego Gimnazjum Nr 2), Plac Marii Skłodowskiej-Curie 1, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"710";"774";"338";"372";"0";"2";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"7";"0";"7";"0";"365";"37";"144";"184"
"f484-47bf-7cb9-3be3-3210-5bfa-d308-34bd";"022405";"5";"2";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Proletariatczyków 9, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"680";"741";"320";"360";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"18";"6";"12";"0";"342";"47";"158";"137"
"a9dc-91f9-2100-1bc9-8f22-cb08-6bb8-0168";"022405";"5";"3";"miasto";"stały";"Ząbkowicki Ośrodek Kultury, ul. Rynek 24, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"800";"880";"386";"414";"4";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"10";"1";"9";"0";"404";"51";"155";"198"
"db39-e6a6-03de-e651-66f5-064a-7fd6-a10d";"022405";"5";"4";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Krzywa 9, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"770";"834";"406";"364";"1";"3";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"12";"4";"8";"0";"351";"33";"159";"159"
"ba0f-c4d9-4a83-cad6-0389-adf7-41b3-b7c9";"022405";"5";"5";"miasto";"stały";"Świetlica Wiejska, ul. Kamieniecka 35, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"621";"666";"248";"373";"0";"0";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"3";"2";"1";"0";"370";"56";"165";"149"
"cf41-1591-8f3b-9efc-5bbb-8113-f330-6d0f";"022405";"5";"6";"miasto";"stały";"Centrum Terapeutyczne, ul. 1 Maja 15c, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"858";"934";"311";"547";"0";"9";"0";"0";"0";"0";"0";"0";"0";"547";"0";"1";"546";"8";"0";"8";"0";"538";"71";"259";"208"
"ef21-7e26-3a91-6d8c-1572-adf0-52d9-c7b2";"022405";"5";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Piastowska 1, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"760";"837";"258";"502";"0";"4";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"12";"5";"7";"0";"490";"62";"214";"214"
"4321-8509-e15e-bac6-ed2c-933d-fa48-6c8f";"022405";"5";"8";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Piastowska 1, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"869";"956";"299";"570";"3";"1";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"10";"6";"4";"0";"560";"56";"270";"234"
"4413-3a5f-c370-5c6e-b44c-c951-521e-2550";"022405";"5";"9";"miasto";"stały";"Zespół Szkół Zawodowych, ul. Wrocławska 17, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"680";"725";"238";"442";"1";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"10";"2";"8";"0";"432";"50";"240";"142"
"388d-641e-aeed-159a-ed54-22f8-dd27-0edd";"022405";"5";"10";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Orkana 32, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"1039";"1135";"324";"715";"0";"2";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"6";"6";"0";"0";"709";"77";"358";"274"
"efbb-fbf3-e242-c192-d709-c68f-401d-c265";"022405";"5";"11";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Orkana 32, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"1009";"1090";"374";"635";"0";"1";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"12";"4";"8";"0";"623";"66";"311";"246"
"e9bf-eec1-f7a5-52ee-e552-fab3-1967-6a3a";"022405";"5";"12";"miasto";"stały";"Szkoła Podstawowa Nr 3 (budynek byłego Publicznego Gimnazjum nr 1), ul. Powstańców Warszawy 8B, C, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"1010";"1102";"299";"711";"2";"8";"0";"0";"0";"0";"0";"0";"0";"711";"0";"0";"711";"6";"2";"4";"0";"705";"65";"303";"337"
"1ffd-a463-c0f4-5a3e-2aa9-e7f1-77bd-3568";"022405";"5";"13";"miasto";"stały";"Szkoła Podstawowa Nr 3 (budynek byłego Publicznego Gimnazjum nr 1), ul. Powstańców Warszawy 8B, C, 57-200 Ząbkowice Śląskie";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"1051";"1150";"240";"811";"0";"4";"0";"0";"0";"0";"0";"0";"0";"811";"0";"1";"810";"10";"3";"7";"0";"800";"109";"423";"268"
